shot_number,phase,total_points,gfile_exists_points,effective_converged_points,gfile_existence_rate_percent,effective_convergence_rate_percent,avg_error_percent
39905,ramp-up,5,0,0,0.0,0.0,
39905,ramp-down,13,3,3,23.076923076923077,23.076923076923077,3.5175513073470695e-08
39906,ramp-up,5,0,0,0.0,0.0,
39906,ramp-down,13,6,6,46.15384615384615,46.15384615384615,5.6916567211595226e-08
39907,ramp-up,6,0,0,0.0,0.0,
39907,ramp-down,11,0,0,0.0,0.0,
39908,ramp-up,6,0,0,0.0,0.0,
39908,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.0398281660134215e-07
39909,ramp-up,5,0,0,0.0,0.0,
39909,ramp-down,13,7,7,53.84615384615385,53.84615384615385,4.2794850654996045e-08
39910,ramp-up,5,0,0,0.0,0.0,
39910,ramp-down,13,7,7,53.84615384615385,53.84615384615385,5.98616341421101e-08
39914,ramp-up,6,0,0,0.0,0.0,
39914,ramp-down,16,6,6,37.5,37.5,5.047119945652972e-08
39915,ramp-up,6,0,0,0.0,0.0,
39915,ramp-down,16,10,10,62.5,62.5,6.90512698647106e-08
39916,ramp-up,8,2,2,25.0,25.0,2.7956184044315005e-08
39916,ramp-down,16,10,10,62.5,62.5,5.6203844634757e-08
39917,ramp-up,9,3,3,33.33333333333333,33.33333333333333,3.5032135068140464e-08
39917,ramp-down,11,5,5,45.45454545454545,45.45454545454545,4.8810552344616336e-08
40008,ramp-up,4,0,0,0.0,0.0,
40008,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.3238735542355344e-08
40009,ramp-up,4,0,0,0.0,0.0,
40009,ramp-down,3,2,2,66.66666666666666,66.66666666666666,6.23339673791925e-08
40010,ramp-up,4,0,0,0.0,0.0,
40010,ramp-down,3,2,2,66.66666666666666,66.66666666666666,5.563216737017127e-08
40011,ramp-up,4,0,0,0.0,0.0,
40011,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.135364942524409e-08
40012,ramp-up,5,0,0,0.0,0.0,
40012,ramp-down,3,0,0,0.0,0.0,
40013,ramp-up,5,0,0,0.0,0.0,
40013,ramp-down,2,2,2,100.0,100.0,1.0604886640222131e-07
40014,ramp-up,5,0,0,0.0,0.0,
40014,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.125041669063111e-08
40015,ramp-up,5,0,0,0.0,0.0,
40015,ramp-down,3,0,0,0.0,0.0,
40016,ramp-up,5,0,0,0.0,0.0,
40016,ramp-down,3,0,0,0.0,0.0,
40017,ramp-up,5,0,0,0.0,0.0,
40017,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.2145932805315986e-08
40057,ramp-up,2,0,0,0.0,0.0,
40057,ramp-down,2,1,1,50.0,50.0,1.642020837096933e-07
40127,ramp-up,4,0,0,0.0,0.0,
40127,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.1224892771476346e-07
40131,ramp-up,4,0,0,0.0,0.0,
40131,ramp-down,3,1,1,33.33333333333333,33.33333333333333,4.649025580333494e-08
40132,ramp-up,4,0,0,0.0,0.0,
40132,ramp-down,3,1,1,33.33333333333333,33.33333333333333,6.866878722890153e-08
40133,ramp-up,4,0,0,0.0,0.0,
40133,ramp-down,4,1,1,25.0,25.0,1.7841477585093323e-08
40134,ramp-up,4,0,0,0.0,0.0,
40134,ramp-down,4,2,2,50.0,50.0,1.6819015331565474e-07
40135,ramp-up,4,0,0,0.0,0.0,
40135,ramp-down,4,1,1,25.0,25.0,1.2227657682176824e-08
40136,ramp-up,4,0,0,0.0,0.0,
40136,ramp-down,4,2,2,50.0,50.0,2.5160682675446526e-08
40137,ramp-up,4,0,0,0.0,0.0,
40137,ramp-down,4,2,2,50.0,50.0,6.660936880049419e-08
40138,ramp-up,4,0,0,0.0,0.0,
40138,ramp-down,4,2,2,50.0,50.0,1.139804056251877e-07
40139,ramp-up,4,0,0,0.0,0.0,
40139,ramp-down,4,2,2,50.0,50.0,6.465501532431845e-08
40140,ramp-up,5,0,0,0.0,0.0,
40140,ramp-down,3,0,0,0.0,0.0,
40142,ramp-up,4,0,0,0.0,0.0,
40142,ramp-down,3,1,1,33.33333333333333,33.33333333333333,8.047771150601588e-08
40145,ramp-up,5,0,0,0.0,0.0,
40145,ramp-down,2,0,0,0.0,0.0,
40149,ramp-up,5,0,0,0.0,0.0,
40149,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.9703082970112685e-08
40151,ramp-up,6,0,0,0.0,0.0,
40151,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.5396305550738046e-08
40168,ramp-up,5,0,0,0.0,0.0,
40168,ramp-down,3,1,1,33.33333333333333,33.33333333333333,5.470010181429461e-10
40169,ramp-up,5,0,0,0.0,0.0,
40169,ramp-down,2,1,1,50.0,50.0,7.408525254360407e-08
40174,ramp-up,2,0,0,0.0,0.0,
40174,ramp-down,2,0,0,0.0,0.0,
40175,ramp-up,3,0,0,0.0,0.0,
40175,ramp-down,1,0,0,0.0,0.0,
40184,ramp-up,4,0,0,0.0,0.0,
40184,ramp-down,3,1,1,33.33333333333333,33.33333333333333,7.63777806223694e-08
40185,ramp-up,4,0,0,0.0,0.0,
40185,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.1137647033238514e-07
40186,ramp-up,4,0,0,0.0,0.0,
40186,ramp-down,3,0,0,0.0,0.0,
40187,ramp-up,5,0,0,0.0,0.0,
40187,ramp-down,2,0,0,0.0,0.0,
40208,ramp-up,3,1,1,33.33333333333333,33.33333333333333,1.1063688052171253e-08
40208,ramp-down,3,2,2,66.66666666666666,66.66666666666666,7.915487711445813e-08
40209,ramp-up,1,0,0,0.0,0.0,
40209,ramp-down,2,1,1,50.0,50.0,1.9260989396345597e-07
40210,ramp-up,3,0,0,0.0,0.0,
40210,ramp-down,4,4,4,100.0,100.0,6.231393976210171e-08
40211,ramp-up,3,0,0,0.0,0.0,
40211,ramp-down,5,1,1,20.0,20.0,1.1187098860486279e-07
40213,ramp-up,4,1,1,25.0,25.0,1.9048428574204226e-07
40213,ramp-down,7,1,1,14.285714285714285,14.285714285714285,8.789720336083264e-08
40215,ramp-up,5,0,0,0.0,0.0,
40215,ramp-down,3,3,3,100.0,100.0,1.1150879773611331e-07
40216,ramp-up,4,0,0,0.0,0.0,
40216,ramp-down,4,3,3,75.0,75.0,6.277350903547693e-08
40217,ramp-up,6,0,0,0.0,0.0,
40217,ramp-down,3,3,3,100.0,100.0,3.546243314780301e-08
40219,ramp-up,4,0,0,0.0,0.0,
40219,ramp-down,5,3,3,60.0,60.0,1.7572127770785923e-07
40220,ramp-up,5,0,0,0.0,0.0,
40220,ramp-down,5,4,4,80.0,80.0,1.0717865790200475e-07
40221,ramp-up,5,0,0,0.0,0.0,
40221,ramp-down,6,2,2,33.33333333333333,33.33333333333333,4.290229954114718e-08
40222,ramp-up,5,0,0,0.0,0.0,
40222,ramp-down,7,3,3,42.857142857142854,42.857142857142854,6.194079181795834e-08
40223,ramp-up,5,0,0,0.0,0.0,
40223,ramp-down,7,3,3,42.857142857142854,42.857142857142854,2.325705401133118e-08
40224,ramp-up,5,0,0,0.0,0.0,
40224,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.77973353902988e-07
40225,ramp-up,5,0,0,0.0,0.0,
40225,ramp-down,8,2,2,25.0,25.0,1.267820589464371e-07
40226,ramp-up,8,4,4,50.0,50.0,1.0193807450436943e-07
40226,ramp-down,7,4,4,57.14285714285714,57.14285714285714,1.3710052704485535e-07
40227,ramp-up,6,0,0,0.0,0.0,
40227,ramp-down,5,2,2,40.0,40.0,2.01032874903326e-07
40228,ramp-up,7,2,2,28.57142857142857,28.57142857142857,5.822173822836496e-08
40228,ramp-down,7,3,3,42.857142857142854,42.857142857142854,6.34427028544877e-08
40229,ramp-up,7,0,0,0.0,0.0,
40229,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.0247117831776179e-07
40231,ramp-up,7,0,0,0.0,0.0,
40231,ramp-down,7,1,1,14.285714285714285,14.285714285714285,5.99787267934281e-08
40232,ramp-up,8,0,0,0.0,0.0,
40232,ramp-down,6,4,4,66.66666666666666,66.66666666666666,1.3304967051086514e-07
40233,ramp-up,7,0,0,0.0,0.0,
40233,ramp-down,7,5,5,71.42857142857143,71.42857142857143,6.766854046618612e-08
40234,ramp-up,6,0,0,0.0,0.0,
40234,ramp-down,8,3,3,37.5,37.5,1.1635075456897939e-07
40235,ramp-up,6,0,0,0.0,0.0,
40235,ramp-down,8,3,3,37.5,37.5,8.416297779593944e-08
40237,ramp-up,7,0,0,0.0,0.0,
40237,ramp-down,14,5,5,35.714285714285715,35.714285714285715,7.409452000421874e-08
40238,ramp-up,7,0,0,0.0,0.0,
40238,ramp-down,13,6,6,46.15384615384615,46.15384615384615,4.0454297579755266e-08
40240,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.0167473437137743e-07
40240,ramp-down,10,5,5,50.0,50.0,4.57935454511908e-08
40241,ramp-up,6,0,0,0.0,0.0,
40241,ramp-down,9,3,3,33.33333333333333,33.33333333333333,4.0947709087897886e-08
40242,ramp-up,7,0,0,0.0,0.0,
40242,ramp-down,13,8,8,61.53846153846154,61.53846153846154,6.288116805706439e-08
40243,ramp-up,8,1,1,12.5,12.5,3.938368229668646e-09
40243,ramp-down,13,8,8,61.53846153846154,61.53846153846154,5.839228524338386e-08
40244,ramp-up,9,5,5,55.55555555555556,55.55555555555556,2.1641107363916654e-08
40244,ramp-down,7,6,6,85.71428571428571,85.71428571428571,5.5618148673049074e-08
40245,ramp-up,9,5,5,55.55555555555556,55.55555555555556,3.7179972976144654e-08
40245,ramp-down,9,8,8,88.88888888888889,88.88888888888889,5.700258833394622e-08
40246,ramp-up,10,4,4,40.0,40.0,5.4646183533446126e-09
40246,ramp-down,10,6,6,60.0,60.0,7.77012019981875e-08
40247,ramp-up,6,0,0,0.0,0.0,
40247,ramp-down,14,7,7,50.0,50.0,9.4157730146051e-08
40248,ramp-up,7,0,0,0.0,0.0,
40248,ramp-down,14,9,9,64.28571428571429,64.28571428571429,8.448708830946874e-08
40249,ramp-up,9,5,5,55.55555555555556,55.55555555555556,3.149061789741338e-08
40249,ramp-down,10,7,7,70.0,70.0,7.351270928463668e-08
40250,ramp-up,9,5,5,55.55555555555556,55.55555555555556,5.3906079686193026e-08
40250,ramp-down,10,7,7,70.0,70.0,6.045138371390896e-08
40251,ramp-up,11,7,7,63.63636363636363,63.63636363636363,4.700781695547045e-08
40251,ramp-down,8,6,6,75.0,75.0,7.762556156698006e-08
40252,ramp-up,8,4,4,50.0,50.0,6.652442001614758e-08
40254,ramp-up,7,0,0,0.0,0.0,
40254,ramp-down,13,4,4,30.76923076923077,30.76923076923077,1.5479757329085448e-07
40255,ramp-up,7,0,0,0.0,0.0,
40255,ramp-down,13,6,6,46.15384615384615,46.15384615384615,6.664249746913776e-08
40256,ramp-up,7,0,0,0.0,0.0,
40256,ramp-down,14,9,9,64.28571428571429,64.28571428571429,7.484079804766408e-08
40257,ramp-up,7,0,0,0.0,0.0,
40257,ramp-down,14,8,8,57.14285714285714,57.14285714285714,7.480904573011838e-08
40258,ramp-up,7,0,0,0.0,0.0,
40258,ramp-down,13,6,6,46.15384615384615,46.15384615384615,9.930383272317541e-08
40259,ramp-up,6,0,0,0.0,0.0,
40259,ramp-down,14,7,7,50.0,50.0,1.0980010103047636e-07
40260,ramp-up,6,0,0,0.0,0.0,
40260,ramp-down,14,6,6,42.857142857142854,42.857142857142854,1.573452685463042e-07
40276,ramp-up,6,0,0,0.0,0.0,
40276,ramp-down,7,3,3,42.857142857142854,42.857142857142854,8.182435992882226e-08
40277,ramp-up,6,0,0,0.0,0.0,
40277,ramp-down,9,6,6,66.66666666666666,66.66666666666666,8.761821899443669e-08
40278,ramp-up,6,0,0,0.0,0.0,
40278,ramp-down,9,5,5,55.55555555555556,55.55555555555556,5.9316714233894916e-08
40279,ramp-up,6,0,0,0.0,0.0,
40279,ramp-down,9,3,3,33.33333333333333,33.33333333333333,5.475212331154683e-08
40280,ramp-up,4,0,0,0.0,0.0,
40280,ramp-down,10,6,6,60.0,60.0,5.057711749254104e-08
40281,ramp-up,5,0,0,0.0,0.0,
40281,ramp-down,10,6,6,60.0,60.0,4.869808048685779e-08
40282,ramp-up,5,0,0,0.0,0.0,
40282,ramp-down,10,6,6,60.0,60.0,4.4692410925772256e-08
40284,ramp-up,5,0,0,0.0,0.0,
40284,ramp-down,10,5,5,50.0,50.0,6.922899521892612e-08
40285,ramp-up,5,0,0,0.0,0.0,
40285,ramp-down,10,7,7,70.0,70.0,8.816207746181032e-08
40286,ramp-up,5,0,0,0.0,0.0,
40286,ramp-down,9,5,5,55.55555555555556,55.55555555555556,6.509738853655462e-08
40287,ramp-up,5,0,0,0.0,0.0,
40287,ramp-down,9,4,4,44.44444444444444,44.44444444444444,5.903882963728731e-08
40288,ramp-up,5,0,0,0.0,0.0,
40288,ramp-down,9,5,5,55.55555555555556,55.55555555555556,5.989124868932874e-08
40290,ramp-up,5,0,0,0.0,0.0,
40290,ramp-down,8,4,4,50.0,50.0,6.954779161612088e-08
40291,ramp-up,5,0,0,0.0,0.0,
40291,ramp-down,8,5,5,62.5,62.5,3.151040677350553e-08
40292,ramp-up,6,0,0,0.0,0.0,
40292,ramp-down,8,6,6,75.0,75.0,5.176212552849936e-08
40293,ramp-up,6,0,0,0.0,0.0,
40293,ramp-down,8,6,6,75.0,75.0,4.7852233455426576e-08
40295,ramp-up,6,0,0,0.0,0.0,
40295,ramp-down,8,5,5,62.5,62.5,8.13746171448882e-08
40296,ramp-up,7,0,0,0.0,0.0,
40296,ramp-down,10,3,3,30.0,30.0,9.998722886267822e-08
40298,ramp-up,6,0,0,0.0,0.0,
40298,ramp-down,10,4,4,40.0,40.0,8.002282693641423e-08
40302,ramp-up,7,0,0,0.0,0.0,
40302,ramp-down,8,3,3,37.5,37.5,4.200608725268267e-08
40303,ramp-up,7,0,0,0.0,0.0,
40303,ramp-down,10,4,4,40.0,40.0,5.928602900368039e-08
40304,ramp-up,7,0,0,0.0,0.0,
40304,ramp-down,11,4,4,36.36363636363637,36.36363636363637,4.8881740481216355e-08
40305,ramp-up,7,0,0,0.0,0.0,
40305,ramp-down,11,3,3,27.27272727272727,27.27272727272727,4.4501154654162737e-08
40306,ramp-up,7,0,0,0.0,0.0,
40306,ramp-down,11,4,4,36.36363636363637,36.36363636363637,7.914857042073548e-08
40307,ramp-up,7,0,0,0.0,0.0,
40307,ramp-down,11,3,3,27.27272727272727,27.27272727272727,8.813446792897301e-08
40309,ramp-up,7,0,0,0.0,0.0,
40309,ramp-down,11,5,5,45.45454545454545,45.45454545454545,1.0598458861623113e-07
40311,ramp-up,7,0,0,0.0,0.0,
40311,ramp-down,9,4,4,44.44444444444444,44.44444444444444,9.474613774765936e-08
40312,ramp-up,7,0,0,0.0,0.0,
40312,ramp-down,9,1,1,11.11111111111111,11.11111111111111,5.3063277155074854e-08
40313,ramp-up,8,0,0,0.0,0.0,
40313,ramp-down,8,1,1,12.5,12.5,6.28363196129641e-08
40314,ramp-up,7,0,0,0.0,0.0,
40314,ramp-down,8,1,1,12.5,12.5,7.36236295454657e-08
40315,ramp-up,7,0,0,0.0,0.0,
40315,ramp-down,8,1,1,12.5,12.5,1.1786585475592189e-07
40316,ramp-up,7,0,0,0.0,0.0,
40316,ramp-down,9,2,2,22.22222222222222,22.22222222222222,8.867246321356669e-08
40317,ramp-up,8,4,4,50.0,50.0,6.758402892200438e-08
40317,ramp-down,8,3,3,37.5,37.5,1.1502192094077669e-07
40318,ramp-up,7,0,0,0.0,0.0,
40318,ramp-down,8,3,3,37.5,37.5,1.0982769433227775e-07
40319,ramp-up,6,0,0,0.0,0.0,
40319,ramp-down,12,7,7,58.333333333333336,58.333333333333336,7.52962040043593e-08
40320,ramp-up,6,0,0,0.0,0.0,
40320,ramp-down,12,7,7,58.333333333333336,58.333333333333336,5.766702265207948e-08
40321,ramp-up,7,0,0,0.0,0.0,
40321,ramp-down,11,6,6,54.54545454545454,54.54545454545454,3.8225211767146826e-08
40323,ramp-up,7,0,0,0.0,0.0,
40323,ramp-down,9,3,3,33.33333333333333,33.33333333333333,1.0706047565954162e-07
40324,ramp-up,7,0,0,0.0,0.0,
40324,ramp-down,10,1,1,10.0,10.0,5.4194401243761995e-08
40325,ramp-up,7,0,0,0.0,0.0,
40325,ramp-down,11,5,5,45.45454545454545,45.45454545454545,5.729691469889122e-08
40326,ramp-up,7,0,0,0.0,0.0,
40326,ramp-down,11,3,3,27.27272727272727,27.27272727272727,1.6773968609714302e-07
40327,ramp-up,8,0,0,0.0,0.0,
40327,ramp-down,10,3,3,30.0,30.0,1.302145835147589e-07
40328,ramp-up,7,0,0,0.0,0.0,
40328,ramp-down,11,1,1,9.090909090909092,9.090909090909092,3.106163632352361e-08
40329,ramp-up,7,0,0,0.0,0.0,
40329,ramp-down,11,3,3,27.27272727272727,27.27272727272727,5.767482690960992e-08
40330,ramp-up,8,0,0,0.0,0.0,
40330,ramp-down,10,5,5,50.0,50.0,8.159294391587396e-08
40331,ramp-up,8,0,0,0.0,0.0,
40331,ramp-down,9,4,4,44.44444444444444,44.44444444444444,6.215692448516195e-08
40334,ramp-up,5,5,5,100.0,100.0,1.0569874787433571e-07
40334,ramp-down,8,6,6,75.0,75.0,3.6673606164796085e-07
40373,ramp-up,2,1,1,50.0,50.0,1.1396380473829829e-07
40373,ramp-down,2,2,2,100.0,100.0,1.6282486417259878e-07
40374,ramp-up,2,2,2,100.0,100.0,1.2641507698464827e-07
40374,ramp-down,2,2,2,100.0,100.0,2.2236004560695985e-07
40375,ramp-up,4,0,0,0.0,0.0,
40375,ramp-down,4,2,2,50.0,50.0,1.0148988171468442e-07
40376,ramp-up,5,0,0,0.0,0.0,
40376,ramp-down,4,1,1,25.0,25.0,9.397681883941533e-08
40377,ramp-up,5,0,0,0.0,0.0,
40377,ramp-down,4,2,2,50.0,50.0,8.333472903130484e-08
40378,ramp-up,6,0,0,0.0,0.0,
40378,ramp-down,4,1,1,25.0,25.0,1.9931127355991455e-07
40379,ramp-up,6,0,0,0.0,0.0,
40379,ramp-down,4,3,3,75.0,75.0,1.139691465482735e-07
40380,ramp-up,6,0,0,0.0,0.0,
40380,ramp-down,4,1,1,25.0,25.0,4.047301159273105e-08
40381,ramp-up,6,0,0,0.0,0.0,
40381,ramp-down,4,0,0,0.0,0.0,
40383,ramp-up,6,0,0,0.0,0.0,
40383,ramp-down,4,1,1,25.0,25.0,6.298515386221146e-08
40384,ramp-up,6,0,0,0.0,0.0,
40384,ramp-down,5,0,0,0.0,0.0,
40385,ramp-up,6,0,0,0.0,0.0,
40385,ramp-down,5,0,0,0.0,0.0,
40386,ramp-up,6,0,0,0.0,0.0,
40386,ramp-down,5,0,0,0.0,0.0,
40387,ramp-up,6,0,0,0.0,0.0,
40387,ramp-down,5,2,2,40.0,40.0,4.7329011848814165e-08
40467,ramp-up,3,1,1,33.33333333333333,33.33333333333333,1.4050842440656202e-08
40467,ramp-down,2,1,1,50.0,50.0,2.7064793989127533e-08
40469,ramp-up,3,0,0,0.0,0.0,
40469,ramp-down,2,2,2,100.0,100.0,9.10941813464548e-08
40470,ramp-up,3,0,0,0.0,0.0,
40470,ramp-down,2,2,2,100.0,100.0,6.657105111008318e-08
40471,ramp-up,3,0,0,0.0,0.0,
40471,ramp-down,3,2,2,66.66666666666666,66.66666666666666,5.679341538641276e-08
40472,ramp-up,3,0,0,0.0,0.0,
40472,ramp-down,3,2,2,66.66666666666666,66.66666666666666,6.216745785556052e-08
40473,ramp-up,3,0,0,0.0,0.0,
40473,ramp-down,3,1,1,33.33333333333333,33.33333333333333,6.587391293650686e-08
40474,ramp-up,3,0,0,0.0,0.0,
40474,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.4158325584645715e-07
40476,ramp-up,8,0,0,0.0,0.0,
40476,ramp-down,8,2,2,25.0,25.0,7.381576477435971e-08
40477,ramp-up,8,0,0,0.0,0.0,
40477,ramp-down,11,7,7,63.63636363636363,63.63636363636363,6.500390941921371e-08
40478,ramp-up,8,0,0,0.0,0.0,
40478,ramp-down,12,6,6,50.0,50.0,7.251110840322364e-08
40480,ramp-up,8,0,0,0.0,0.0,
40480,ramp-down,10,2,2,20.0,20.0,7.859163757840586e-08
40482,ramp-up,7,0,0,0.0,0.0,
40482,ramp-down,9,3,3,33.33333333333333,33.33333333333333,1.250341341978844e-07
40483,ramp-up,8,0,0,0.0,0.0,
40483,ramp-down,11,3,3,27.27272727272727,27.27272727272727,9.193684249843611e-08
40484,ramp-up,5,0,0,0.0,0.0,
40484,ramp-down,14,9,9,64.28571428571429,64.28571428571429,2.687735707114526e-08
40485,ramp-up,7,2,2,28.57142857142857,28.57142857142857,5.4591942388172474e-08
40485,ramp-down,10,6,6,60.0,60.0,5.1836778745575194e-08
40486,ramp-up,8,0,0,0.0,0.0,
40486,ramp-down,10,4,4,40.0,40.0,7.373214581463482e-08
40487,ramp-up,9,0,0,0.0,0.0,
40487,ramp-down,9,5,5,55.55555555555556,55.55555555555556,5.251087781886793e-08
40488,ramp-up,7,0,0,0.0,0.0,
40488,ramp-down,11,4,4,36.36363636363637,36.36363636363637,5.836605350376296e-08
40489,ramp-up,8,0,0,0.0,0.0,
40489,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.1579291825548906e-07
40490,ramp-up,8,0,0,0.0,0.0,
40490,ramp-down,8,3,3,37.5,37.5,7.9824931306422e-08
40491,ramp-up,6,0,0,0.0,0.0,
40491,ramp-down,9,1,1,11.11111111111111,11.11111111111111,1.5006784790927305e-07
40492,ramp-up,7,0,0,0.0,0.0,
40492,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.3946812394823076e-07
40493,ramp-up,6,0,0,0.0,0.0,
40493,ramp-down,6,2,2,33.33333333333333,33.33333333333333,8.714125723954463e-08
40494,ramp-up,7,0,0,0.0,0.0,
40494,ramp-down,8,2,2,25.0,25.0,1.0753883393685857e-08
40495,ramp-up,8,0,0,0.0,0.0,
40495,ramp-down,9,4,4,44.44444444444444,44.44444444444444,6.037862156117912e-08
40499,ramp-up,5,0,0,0.0,0.0,
40499,ramp-down,6,3,3,50.0,50.0,4.909128599322375e-08
40500,ramp-up,5,0,0,0.0,0.0,
40500,ramp-down,8,4,4,50.0,50.0,4.342992400752847e-08
40501,ramp-up,5,0,0,0.0,0.0,
40501,ramp-down,7,3,3,42.857142857142854,42.857142857142854,5.078870199194034e-08
40502,ramp-up,5,0,0,0.0,0.0,
40502,ramp-down,7,3,3,42.857142857142854,42.857142857142854,3.2525698110421444e-08
40504,ramp-up,4,4,4,100.0,100.0,1.381993904855733e-07
40504,ramp-down,3,3,3,100.0,100.0,1.4599869947975547e-07
40505,ramp-up,5,0,0,0.0,0.0,
40505,ramp-down,5,2,2,40.0,40.0,1.0764121113553254e-08
40506,ramp-up,5,0,0,0.0,0.0,
40506,ramp-down,5,3,3,60.0,60.0,3.5391650251027714e-08
40507,ramp-up,5,0,0,0.0,0.0,
40507,ramp-down,6,3,3,50.0,50.0,5.346137244792485e-08
40508,ramp-up,6,0,0,0.0,0.0,
40508,ramp-down,5,2,2,40.0,40.0,5.189701841911543e-08
40510,ramp-up,5,0,0,0.0,0.0,
40510,ramp-down,6,3,3,50.0,50.0,3.0140472714434124e-08
40511,ramp-up,5,0,0,0.0,0.0,
40511,ramp-down,5,3,3,60.0,60.0,3.231212311748407e-08
40513,ramp-up,5,0,0,0.0,0.0,
40513,ramp-down,4,4,4,100.0,100.0,3.181492443495207e-08
40514,ramp-up,5,0,0,0.0,0.0,
40514,ramp-down,4,2,2,50.0,50.0,2.9558355116449467e-08
40519,ramp-up,4,0,0,0.0,0.0,
40519,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.2273305793446254e-07
40520,ramp-up,4,0,0,0.0,0.0,
40520,ramp-down,3,2,2,66.66666666666666,66.66666666666666,2.7644626551876462e-08
40521,ramp-up,4,0,0,0.0,0.0,
40521,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.6140165643961754e-07
40522,ramp-up,4,0,0,0.0,0.0,
40522,ramp-down,2,1,1,50.0,50.0,5.1993009259983655e-08
40523,ramp-up,1,0,0,0.0,0.0,
40523,ramp-down,1,0,0,0.0,0.0,
40524,ramp-up,3,0,0,0.0,0.0,
40524,ramp-down,3,2,2,66.66666666666666,66.66666666666666,8.256020056533579e-08
40525,ramp-up,4,0,0,0.0,0.0,
40525,ramp-down,2,2,2,100.0,100.0,1.511140528388425e-07
40526,ramp-up,4,0,0,0.0,0.0,
40526,ramp-down,2,2,2,100.0,100.0,5.6560161505228074e-08
40527,ramp-up,4,0,0,0.0,0.0,
40527,ramp-down,2,2,2,100.0,100.0,2.2772605188075862e-08
40528,ramp-up,4,0,0,0.0,0.0,
40528,ramp-down,2,2,2,100.0,100.0,6.33906274023398e-08
40529,ramp-up,4,0,0,0.0,0.0,
40529,ramp-down,2,2,2,100.0,100.0,1.1389261473817816e-07
40530,ramp-up,4,0,0,0.0,0.0,
40530,ramp-down,2,1,1,50.0,50.0,7.594650429731506e-08
40531,ramp-up,4,0,0,0.0,0.0,
40531,ramp-down,2,1,1,50.0,50.0,8.563179577274104e-08
40555,ramp-up,4,0,0,0.0,0.0,
40556,ramp-up,4,0,0,0.0,0.0,
40556,ramp-down,3,1,1,33.33333333333333,33.33333333333333,5.244948680250366e-08
40557,ramp-up,5,0,0,0.0,0.0,
40557,ramp-down,2,1,1,50.0,50.0,7.463243418032675e-08
40558,ramp-up,4,0,0,0.0,0.0,
40558,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.3403570146150454e-08
40559,ramp-up,4,0,0,0.0,0.0,
40559,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.9984294029459548e-08
40560,ramp-up,4,0,0,0.0,0.0,
40560,ramp-down,3,2,2,66.66666666666666,66.66666666666666,3.612230080218545e-08
40561,ramp-up,4,0,0,0.0,0.0,
40561,ramp-down,3,2,2,66.66666666666666,66.66666666666666,2.653114562860571e-08
40562,ramp-up,2,1,1,50.0,50.0,3.2757000759018945e-08
40562,ramp-down,3,2,2,66.66666666666666,66.66666666666666,8.534927372126781e-08
40563,ramp-up,4,1,1,25.0,25.0,3.565116839416639e-08
40563,ramp-down,3,2,2,66.66666666666666,66.66666666666666,7.420982257105508e-08
40564,ramp-up,5,1,1,20.0,20.0,4.9738113417238455e-08
40564,ramp-down,3,2,2,66.66666666666666,66.66666666666666,8.641518789344094e-08
40565,ramp-up,5,1,1,20.0,20.0,3.279223602730037e-08
40565,ramp-down,3,1,1,33.33333333333333,33.33333333333333,6.439469515479952e-09
40566,ramp-up,5,1,1,20.0,20.0,5.0054341127748535e-08
40566,ramp-down,3,2,2,66.66666666666666,66.66666666666666,7.20644561925258e-08
40567,ramp-up,5,1,1,20.0,20.0,3.3860316108493414e-08
40567,ramp-down,3,2,2,66.66666666666666,66.66666666666666,8.485921972834365e-08
40570,ramp-up,5,0,0,0.0,0.0,
40570,ramp-down,3,3,3,100.0,100.0,1.2190744621649078e-07
40573,ramp-up,5,1,1,20.0,20.0,2.2500003729705153e-09
40573,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.0999021596474704e-07
40574,ramp-up,5,0,0,0.0,0.0,
40574,ramp-down,4,2,2,50.0,50.0,1.0881287842090477e-07
40575,ramp-up,5,0,0,0.0,0.0,
40575,ramp-down,4,1,1,25.0,25.0,6.378375876239726e-08
40576,ramp-up,5,0,0,0.0,0.0,
40576,ramp-down,4,1,1,25.0,25.0,1.244595854466024e-07
40577,ramp-up,5,0,0,0.0,0.0,
40577,ramp-down,4,1,1,25.0,25.0,2.776172025898952e-08
40578,ramp-up,5,0,0,0.0,0.0,
