shot_number,phase,total_points,gfile_exists_points,effective_converged_points,gfile_existence_rate_percent,effective_convergence_rate_percent,avg_error_percent
41240,ramp-up,6,0,0,0.0,0.0,
41240,ramp-down,7,2,2,28.57142857142857,28.57142857142857,2.7198860492819295e-07
41242,ramp-up,6,0,0,0.0,0.0,
41242,ramp-down,8,5,5,62.5,62.5,1.1690875137347131e-07
41244,ramp-up,5,0,0,0.0,0.0,
41244,ramp-down,9,3,3,33.33333333333333,33.33333333333333,1.8946946288425358e-07
41245,ramp-up,5,0,0,0.0,0.0,
41245,ramp-down,8,2,2,25.0,25.0,5.717774470246815e-08
41251,ramp-up,3,3,3,100.0,100.0,1.7828397585606462e-08
41251,ramp-down,4,3,3,75.0,75.0,5.846648727911608e-08
41253,ramp-up,3,1,1,33.33333333333333,33.33333333333333,6.121621760159832e-08
41253,ramp-down,4,4,4,100.0,100.0,1.0213145980250411e-07
41254,ramp-up,4,1,1,25.0,25.0,3.58992659342297e-08
41254,ramp-down,5,3,3,60.0,60.0,5.050511303117579e-08
41255,ramp-up,3,1,1,33.33333333333333,33.33333333333333,5.883741434860768e-08
41255,ramp-down,7,7,7,100.0,100.0,1.5164008595731824e-07
41256,ramp-up,3,0,0,0.0,0.0,
41256,ramp-down,8,5,5,62.5,62.5,6.871217425686603e-08
41257,ramp-up,6,0,0,0.0,0.0,
41257,ramp-down,8,4,4,50.0,50.0,1.0092743131015303e-07
41258,ramp-up,4,0,0,0.0,0.0,
41258,ramp-down,10,6,6,60.0,60.0,1.3492063870236793e-07
41259,ramp-up,5,0,0,0.0,0.0,
41259,ramp-down,10,2,2,20.0,20.0,1.3608353986831977e-07
41260,ramp-up,5,0,0,0.0,0.0,
41260,ramp-down,10,4,4,40.0,40.0,4.1724389886431155e-08
41261,ramp-up,6,0,0,0.0,0.0,
41261,ramp-down,8,1,1,12.5,12.5,1.0483637218735843e-07
41262,ramp-up,6,0,0,0.0,0.0,
41262,ramp-down,5,3,3,60.0,60.0,5.91660357252523e-08
41263,ramp-up,5,0,0,0.0,0.0,
41263,ramp-down,4,1,1,25.0,25.0,4.3169081125310653e-08
41264,ramp-up,6,0,0,0.0,0.0,
41264,ramp-down,4,1,1,25.0,25.0,5.57725664035163e-08
41270,ramp-up,5,0,0,0.0,0.0,
41270,ramp-down,4,3,3,75.0,75.0,3.6036446808224276e-08
41271,ramp-up,5,0,0,0.0,0.0,
41271,ramp-down,5,3,3,60.0,60.0,1.0329337579015484e-07
41272,ramp-up,6,0,0,0.0,0.0,
41272,ramp-down,3,1,1,33.33333333333333,33.33333333333333,4.601320067039845e-08
41273,ramp-up,7,0,0,0.0,0.0,
41273,ramp-down,2,2,2,100.0,100.0,1.988611609086818e-07
41274,ramp-up,6,0,0,0.0,0.0,
41274,ramp-down,3,1,1,33.33333333333333,33.33333333333333,9.547475869560542e-08
41275,ramp-up,6,0,0,0.0,0.0,
41275,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.0788300579949185e-07
41276,ramp-up,7,0,0,0.0,0.0,
41276,ramp-down,2,1,1,50.0,50.0,1.1105470857653832e-08
41277,ramp-up,7,0,0,0.0,0.0,
41277,ramp-down,2,1,1,50.0,50.0,1.3170554777606434e-07
41278,ramp-up,6,0,0,0.0,0.0,
41278,ramp-down,3,1,1,33.33333333333333,33.33333333333333,8.753607234697854e-08
41279,ramp-up,7,0,0,0.0,0.0,
41279,ramp-down,2,1,1,50.0,50.0,3.103167018758229e-07
41280,ramp-up,6,0,0,0.0,0.0,
41280,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.668972686974942e-07
41281,ramp-up,6,0,0,0.0,0.0,
41281,ramp-down,3,2,2,66.66666666666666,66.66666666666666,2.168043967759458e-07
41282,ramp-up,6,0,0,0.0,0.0,
41282,ramp-down,3,0,0,0.0,0.0,
41283,ramp-up,6,0,0,0.0,0.0,
41283,ramp-down,3,3,3,100.0,100.0,2.1487188715015494e-07
41284,ramp-up,6,0,0,0.0,0.0,
41284,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.1146192807784771e-07
41285,ramp-up,6,0,0,0.0,0.0,
41285,ramp-down,3,3,3,100.0,100.0,2.1250023365515225e-07
41302,flat_error,38,25,25,65.78947368421053,65.78947368421053,
41302,ramp-up,14,0,0,0.0,0.0,
41302,ramp-down,8,2,2,25.0,25.0,1.3755780532395455e-07
41307,flat_error,38,0,0,0.0,0.0,
41307,ramp-up,13,0,0,0.0,0.0,
41307,ramp-down,9,3,3,33.33333333333333,33.33333333333333,3.3931517477527476e-07
41332,ramp-up,4,0,0,0.0,0.0,
41332,ramp-down,4,0,0,0.0,0.0,
41333,ramp-up,6,0,0,0.0,0.0,
41333,ramp-down,4,1,1,25.0,25.0,5.416014490846437e-08
41335,ramp-up,6,0,0,0.0,0.0,
41335,ramp-down,6,2,2,33.33333333333333,33.33333333333333,3.546947189606467e-08
41336,ramp-up,6,0,0,0.0,0.0,
41336,ramp-down,5,2,2,40.0,40.0,1.322735430507037e-07
41338,ramp-up,7,0,0,0.0,0.0,
41338,ramp-down,3,1,1,33.33333333333333,33.33333333333333,4.4963298582156764e-08
41340,ramp-up,6,0,0,0.0,0.0,
41340,ramp-down,5,0,0,0.0,0.0,
41341,ramp-up,8,3,3,37.5,37.5,1.4283037418599377e-07
41341,ramp-down,6,2,2,33.33333333333333,33.33333333333333,3.623854325917814e-07
41342,ramp-up,6,0,0,0.0,0.0,
41342,ramp-down,5,1,1,20.0,20.0,1.844342261912589e-07
41345,ramp-up,6,0,0,0.0,0.0,
41345,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.548100607652287e-07
41346,ramp-up,5,0,0,0.0,0.0,
41346,ramp-down,3,0,0,0.0,0.0,
41347,ramp-up,7,0,0,0.0,0.0,
41347,ramp-down,3,0,0,0.0,0.0,
41354,ramp-up,9,0,0,0.0,0.0,
41354,ramp-down,3,1,1,33.33333333333333,33.33333333333333,8.130183390692634e-08
41355,ramp-up,5,0,0,0.0,0.0,
41355,ramp-down,4,3,3,75.0,75.0,1.3591641828460346e-07
41357,ramp-up,5,0,0,0.0,0.0,
41357,ramp-down,5,3,3,60.0,60.0,1.7879734677741882e-08
41358,ramp-up,5,0,0,0.0,0.0,
41358,ramp-down,3,0,0,0.0,0.0,
41360,ramp-up,5,0,0,0.0,0.0,
41360,ramp-down,3,0,0,0.0,0.0,
41362,ramp-up,7,0,0,0.0,0.0,
41362,ramp-down,5,2,2,40.0,40.0,5.7449709453010205e-08
41372,ramp-up,6,0,0,0.0,0.0,
41372,ramp-down,5,3,3,60.0,60.0,2.0013714541208945e-07
41373,ramp-up,1,1,1,100.0,100.0,2.7245427456559617e-07
41373,ramp-down,2,0,0,0.0,0.0,
41374,ramp-up,5,0,0,0.0,0.0,
41374,ramp-down,4,2,2,50.0,50.0,4.332389099599298e-08
41425,flat_error,38,0,0,0.0,0.0,
41425,ramp-up,17,0,0,0.0,0.0,
41425,ramp-down,6,1,1,16.666666666666664,16.666666666666664,1.1223856914285716e-07
41428,flat_error,38,0,0,0.0,0.0,
41428,ramp-up,15,0,0,0.0,0.0,
41428,ramp-down,8,1,1,12.5,12.5,1.38923531562387e-07
41432,flat_error,38,0,0,0.0,0.0,
41432,ramp-up,15,0,0,0.0,0.0,
41432,ramp-down,8,2,2,25.0,25.0,2.927992091492358e-07
41435,ramp-up,5,0,0,0.0,0.0,
41435,ramp-down,9,5,5,55.55555555555556,55.55555555555556,2.3812551738672273e-07
41436,ramp-up,5,0,0,0.0,0.0,
41436,ramp-down,9,6,6,66.66666666666666,66.66666666666666,1.489806598659471e-07
41437,ramp-up,5,0,0,0.0,0.0,
41437,ramp-down,9,4,4,44.44444444444444,44.44444444444444,3.1747289941117264e-07
41438,ramp-up,6,0,0,0.0,0.0,
41438,ramp-down,11,4,4,36.36363636363637,36.36363636363637,4.0307275539661396e-08
41439,ramp-up,7,0,0,0.0,0.0,
41439,ramp-down,10,1,1,10.0,10.0,1.1812403473306241e-08
41440,ramp-up,9,0,0,0.0,0.0,
41440,ramp-down,9,1,1,11.11111111111111,11.11111111111111,5.607303004907568e-08
41442,ramp-up,9,0,0,0.0,0.0,
41442,ramp-down,10,3,3,30.0,30.0,3.599471607905336e-08
41443,ramp-up,5,0,0,0.0,0.0,
41443,ramp-down,12,3,3,25.0,25.0,1.79183500306022e-07
41444,ramp-up,9,0,0,0.0,0.0,
41444,ramp-down,8,3,3,37.5,37.5,1.0303969705613903e-07
41446,ramp-up,9,0,0,0.0,0.0,
41446,ramp-down,19,12,12,63.1578947368421,63.1578947368421,1.0748863210972606e-07
41447,ramp-up,8,0,0,0.0,0.0,
41447,ramp-down,21,10,10,47.61904761904761,47.61904761904761,1.1261870450481152e-07
41448,ramp-up,6,0,0,0.0,0.0,
41448,ramp-down,23,9,9,39.130434782608695,39.130434782608695,7.436817140823016e-08
41449,ramp-up,6,0,0,0.0,0.0,
41449,ramp-down,23,13,13,56.52173913043478,56.52173913043478,1.0298680259557034e-07
41450,ramp-up,7,0,0,0.0,0.0,
41450,ramp-down,21,11,11,52.38095238095239,52.38095238095239,8.830093257652938e-08
41451,ramp-up,8,0,0,0.0,0.0,
41451,ramp-down,8,3,3,37.5,37.5,1.8957806455622335e-07
41470,ramp-up,8,1,1,12.5,12.5,9.848027869230305e-08
41470,ramp-down,5,2,2,40.0,40.0,8.257225041407294e-08
41471,ramp-up,5,0,0,0.0,0.0,
41471,ramp-down,7,1,1,14.285714285714285,14.285714285714285,5.097402713472133e-08
41472,ramp-up,6,0,0,0.0,0.0,
41472,ramp-down,6,2,2,33.33333333333333,33.33333333333333,1.3407113357118835e-07
41476,ramp-up,6,0,0,0.0,0.0,
41476,ramp-down,6,3,3,50.0,50.0,8.146440710446509e-08
41477,ramp-up,6,0,0,0.0,0.0,
41477,ramp-down,4,1,1,25.0,25.0,8.291526342914543e-08
41478,ramp-up,5,0,0,0.0,0.0,
41478,ramp-down,3,2,2,66.66666666666666,66.66666666666666,1.3376702774099054e-07
41479,ramp-up,5,0,0,0.0,0.0,
41479,ramp-down,3,1,1,33.33333333333333,33.33333333333333,9.57568578247671e-08
41482,ramp-up,5,0,0,0.0,0.0,
41482,ramp-down,2,1,1,50.0,50.0,5.5414499551376374e-08
41483,ramp-up,6,0,0,0.0,0.0,
41483,ramp-down,2,1,1,50.0,50.0,1.8184275755734963e-07
41484,ramp-up,5,0,0,0.0,0.0,
41484,ramp-down,3,1,1,33.33333333333333,33.33333333333333,3.147735656777839e-07
41485,ramp-up,4,0,0,0.0,0.0,
41485,ramp-down,4,1,1,25.0,25.0,2.061930225786425e-07
41486,ramp-up,4,0,0,0.0,0.0,
41486,ramp-down,4,1,1,25.0,25.0,3.1522810426740814e-07
41487,ramp-up,3,0,0,0.0,0.0,
41487,ramp-down,5,1,1,20.0,20.0,2.418437501910003e-07
41500,ramp-up,9,2,2,22.22222222222222,22.22222222222222,6.217368713118222e-08
41500,ramp-down,7,3,3,42.857142857142854,42.857142857142854,5.1594382482957945e-08
41501,ramp-up,11,3,3,27.27272727272727,27.27272727272727,1.028932945774556e-07
41501,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.929612057632749e-08
41503,ramp-up,12,7,7,58.333333333333336,58.333333333333336,4.060905847610624e-08
41503,ramp-down,7,5,5,71.42857142857143,71.42857142857143,6.279084676403887e-08
41506,ramp-up,14,5,5,35.714285714285715,35.714285714285715,8.902491642179785e-08
41506,ramp-down,8,4,4,50.0,50.0,4.895779464634666e-08
41509,ramp-up,12,4,4,33.33333333333333,33.33333333333333,6.116215390642531e-08
41509,ramp-down,9,4,4,44.44444444444444,44.44444444444444,4.9185089771670817e-08
41510,ramp-up,10,3,3,30.0,30.0,1.6469576419689207e-07
41510,ramp-down,11,7,7,63.63636363636363,63.63636363636363,1.1794021056902119e-07
41511,ramp-up,10,1,1,10.0,10.0,1.658071214821394e-07
41511,ramp-down,10,8,8,80.0,80.0,1.3265293215080716e-07
41512,ramp-up,10,1,1,10.0,10.0,2.155097843158023e-07
41512,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.0736226654862949e-07
41513,ramp-up,7,0,0,0.0,0.0,
41513,ramp-down,13,10,10,76.92307692307693,76.92307692307693,1.707498154951154e-07
41514,ramp-up,10,0,0,0.0,0.0,
41514,ramp-down,9,3,3,33.33333333333333,33.33333333333333,4.638370136325263e-08
41516,ramp-up,9,0,0,0.0,0.0,
41516,ramp-down,11,2,2,18.181818181818183,18.181818181818183,1.0540667849573955e-07
41518,ramp-up,9,0,0,0.0,0.0,
41518,ramp-down,8,4,4,50.0,50.0,1.5682236489733156e-07
41520,ramp-up,8,0,0,0.0,0.0,
41520,ramp-down,8,2,2,25.0,25.0,6.878072579803846e-08
41522,ramp-up,9,0,0,0.0,0.0,
41522,ramp-down,9,5,5,55.55555555555556,55.55555555555556,1.8694799146368853e-07
41524,ramp-up,9,0,0,0.0,0.0,
41524,ramp-down,11,5,5,45.45454545454545,45.45454545454545,2.056940107925703e-07
41525,ramp-up,11,0,0,0.0,0.0,
41525,ramp-down,9,4,4,44.44444444444444,44.44444444444444,1.291681945248504e-07
41526,ramp-up,9,0,0,0.0,0.0,
41526,ramp-down,9,2,2,22.22222222222222,22.22222222222222,2.282347750625119e-07
41527,ramp-up,8,0,0,0.0,0.0,
41527,ramp-down,8,6,6,75.0,75.0,2.025354038164606e-07
41549,ramp-up,4,0,0,0.0,0.0,
41549,ramp-down,2,1,1,50.0,50.0,6.731706963025148e-08
41555,ramp-up,3,0,0,0.0,0.0,
41555,ramp-down,4,1,1,25.0,25.0,1.8106411707709846e-07
41556,ramp-up,4,0,0,0.0,0.0,
41556,ramp-down,5,0,0,0.0,0.0,
41557,ramp-up,7,0,0,0.0,0.0,
41557,ramp-down,4,1,1,25.0,25.0,1.0822883035350515e-07
41561,ramp-up,3,0,0,0.0,0.0,
41561,ramp-down,2,1,1,50.0,50.0,8.662925584294764e-08
41568,ramp-up,3,0,0,0.0,0.0,
41568,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.825944004704877e-08
41572,ramp-up,2,0,0,0.0,0.0,
41572,ramp-down,4,2,2,50.0,50.0,1.2679789067137885e-07
41573,ramp-up,3,0,0,0.0,0.0,
41573,ramp-down,4,2,2,50.0,50.0,2.68705892018784e-08
41574,ramp-up,4,0,0,0.0,0.0,
41574,ramp-down,4,1,1,25.0,25.0,1.1463735265672277e-07
41575,ramp-up,5,0,0,0.0,0.0,
41575,ramp-down,2,0,0,0.0,0.0,
41576,ramp-up,5,0,0,0.0,0.0,
41576,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.3804763406456825e-07
41577,ramp-up,5,0,0,0.0,0.0,
41577,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.1973950527346545e-07
41578,ramp-up,5,0,0,0.0,0.0,
41578,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.5378109387129664e-07
41579,ramp-up,5,0,0,0.0,0.0,
41579,ramp-down,3,1,1,33.33333333333333,33.33333333333333,2.2971355323661945e-08
41584,ramp-up,6,0,0,0.0,0.0,
41584,ramp-down,3,1,1,33.33333333333333,33.33333333333333,1.2254649045750724e-07
41586,ramp-up,7,0,0,0.0,0.0,
41586,ramp-down,3,1,1,33.33333333333333,33.33333333333333,9.206605206574833e-08
41587,ramp-up,6,0,0,0.0,0.0,
41587,ramp-down,4,1,1,25.0,25.0,6.518101353334987e-08
41588,ramp-up,8,0,0,0.0,0.0,
41588,ramp-down,3,2,2,66.66666666666666,66.66666666666666,2.5612854491200572e-08
41591,ramp-up,6,0,0,0.0,0.0,
41591,ramp-down,4,2,2,50.0,50.0,4.178998858408132e-08
41592,ramp-up,5,0,0,0.0,0.0,
41592,ramp-down,5,2,2,40.0,40.0,5.679511285782718e-08
41593,ramp-up,5,0,0,0.0,0.0,
41593,ramp-down,5,3,3,60.0,60.0,5.2046767955824606e-08
41594,ramp-up,6,0,0,0.0,0.0,
41594,ramp-down,5,2,2,40.0,40.0,3.54493054422894e-08
41595,ramp-up,6,0,0,0.0,0.0,
41595,ramp-down,5,3,3,60.0,60.0,4.914467374844399e-08
41596,ramp-up,7,0,0,0.0,0.0,
41596,ramp-down,5,2,2,40.0,40.0,6.34665211951643e-08
41597,ramp-up,7,0,0,0.0,0.0,
41597,ramp-down,6,2,2,33.33333333333333,33.33333333333333,5.4249463398067154e-08
41598,ramp-up,7,0,0,0.0,0.0,
41598,ramp-down,6,2,2,33.33333333333333,33.33333333333333,3.017901450030477e-08
41599,ramp-up,7,0,0,0.0,0.0,
41599,ramp-down,5,3,3,60.0,60.0,9.388713931700636e-08
41600,ramp-up,7,0,0,0.0,0.0,
41600,ramp-down,5,4,4,80.0,80.0,5.4731900368893884e-08
41601,ramp-up,6,0,0,0.0,0.0,
41601,ramp-down,6,3,3,50.0,50.0,7.836091430687813e-08
41602,ramp-up,7,0,0,0.0,0.0,
41602,ramp-down,6,4,4,66.66666666666666,66.66666666666666,4.874332533786669e-08
41603,ramp-up,7,0,0,0.0,0.0,
41603,ramp-down,6,4,4,66.66666666666666,66.66666666666666,4.3709156261133794e-08
41605,ramp-up,10,0,0,0.0,0.0,
41605,ramp-down,8,3,3,37.5,37.5,1.2065599223129989e-07
41606,ramp-up,11,4,4,36.36363636363637,36.36363636363637,1.3030300955192773e-07
41606,ramp-down,9,4,4,44.44444444444444,44.44444444444444,2.168008213535371e-07
41610,ramp-up,4,0,0,0.0,0.0,
41610,ramp-down,4,0,0,0.0,0.0,
41611,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.4674203146620268e-07
41611,ramp-down,8,2,2,25.0,25.0,1.1484283221149173e-07
41612,ramp-up,8,2,2,25.0,25.0,4.578401789552275e-08
41612,ramp-down,7,6,6,85.71428571428571,85.71428571428571,1.6717486256534562e-07
41615,ramp-up,9,0,0,0.0,0.0,
41615,ramp-down,8,3,3,37.5,37.5,1.6615083898741498e-07
41616,ramp-up,8,0,0,0.0,0.0,
41616,ramp-down,8,3,3,37.5,37.5,1.5845317465508971e-07
41625,ramp-up,8,3,3,37.5,37.5,6.600660615414338e-08
41625,ramp-down,4,1,1,25.0,25.0,2.0896182678374486e-07
41626,ramp-up,8,3,3,37.5,37.5,2.968365211339323e-07
41626,ramp-down,5,3,3,60.0,60.0,6.833838974914624e-08
41634,ramp-up,8,2,2,25.0,25.0,2.5407721176750603e-07
41634,ramp-down,4,1,1,25.0,25.0,3.951081133436018e-07
41635,ramp-up,8,3,3,37.5,37.5,1.345708322653101e-07
41635,ramp-down,3,2,2,66.66666666666666,66.66666666666666,2.226026239449515e-07
41639,ramp-up,5,0,0,0.0,0.0,
41639,ramp-down,6,3,3,50.0,50.0,1.3920548132131115e-07
41640,ramp-up,6,0,0,0.0,0.0,
41640,ramp-down,5,3,3,60.0,60.0,1.1671859266782172e-07
41644,ramp-up,6,0,0,0.0,0.0,
41644,ramp-down,4,3,3,75.0,75.0,1.825780403219963e-07
41646,ramp-up,7,0,0,0.0,0.0,
41646,ramp-down,5,1,1,20.0,20.0,8.581428310324908e-08
41648,ramp-up,7,1,1,14.285714285714285,14.285714285714285,3.2538180447844306e-08
41648,ramp-down,5,2,2,40.0,40.0,1.7930091930835355e-07
41649,ramp-up,8,2,2,25.0,25.0,1.8553090995686917e-07
41649,ramp-down,4,3,3,75.0,75.0,8.429356214833953e-08
41656,ramp-up,7,0,0,0.0,0.0,
41656,ramp-down,10,6,6,60.0,60.0,1.0485173102209106e-07
41657,flat_error,8,6,6,75.0,75.0,
41657,ramp-up,13,4,4,30.76923076923077,30.76923076923077,1.6910196572294347e-07
41657,ramp-down,10,9,9,90.0,90.0,2.6069887766068395e-07
41658,flat_error,7,5,5,71.42857142857143,71.42857142857143,
41658,ramp-up,11,4,4,36.36363636363637,36.36363636363637,3.6003358896904753e-07
41658,ramp-down,11,9,9,81.81818181818183,81.81818181818183,2.3024995533047195e-07
41659,flat_error,9,3,3,33.33333333333333,33.33333333333333,
41659,ramp-up,12,7,7,58.333333333333336,58.333333333333336,1.012595512578798e-07
41659,ramp-down,10,6,6,60.0,60.0,1.83184031505447e-07
41660,ramp-up,12,6,6,50.0,50.0,1.6195261231713466e-07
41660,ramp-down,19,14,14,73.68421052631578,73.68421052631578,1.7430121223896167e-07
41661,ramp-up,15,6,6,40.0,40.0,2.1523414881849708e-07
41661,ramp-down,18,17,17,94.44444444444444,94.44444444444444,1.402528311451985e-07
41662,ramp-up,15,6,6,40.0,40.0,1.8583086296469132e-07
41662,ramp-down,20,16,16,80.0,80.0,1.4009495434895892e-07
41663,ramp-up,16,8,8,50.0,50.0,1.3627044239228762e-07
41663,ramp-down,18,13,13,72.22222222222221,72.22222222222221,1.706797669663286e-07
41664,ramp-up,14,5,5,35.714285714285715,35.714285714285715,2.424537145601302e-07
41664,ramp-down,19,12,12,63.1578947368421,63.1578947368421,1.2415552947364598e-07
41665,ramp-up,15,9,9,60.0,60.0,9.976637025065881e-08
41665,ramp-down,19,11,11,57.89473684210527,57.89473684210527,1.29893472442111e-07
41666,ramp-up,15,7,7,46.666666666666664,46.666666666666664,2.09190676796783e-07
41666,ramp-down,19,14,14,73.68421052631578,73.68421052631578,1.3068411676407357e-07
41667,ramp-up,11,4,4,36.36363636363637,36.36363636363637,1.2120881651425197e-07
41667,ramp-down,22,15,15,68.18181818181817,68.18181818181817,1.2767599985214882e-07
41670,ramp-up,16,8,8,50.0,50.0,1.9350045855782413e-07
41670,ramp-down,18,13,13,72.22222222222221,72.22222222222221,1.0672708572172677e-07
41672,ramp-up,13,6,6,46.15384615384615,46.15384615384615,2.5730574599165116e-07
41672,ramp-down,21,15,15,71.42857142857143,71.42857142857143,1.3077277151454305e-07
41680,flat_error,18,0,0,0.0,0.0,
41680,ramp-up,18,0,0,0.0,0.0,
41680,ramp-down,27,2,2,7.4074074074074066,7.4074074074074066,3.5059499147458686e-07
41681,flat_error,18,18,18,100.0,100.0,
41681,ramp-up,18,4,4,22.22222222222222,22.22222222222222,6.233959272732489e-07
41681,ramp-down,28,23,23,82.14285714285714,82.14285714285714,6.012246557083229e-07
41682,flat_error,18,18,18,100.0,100.0,
41682,ramp-up,18,4,4,22.22222222222222,22.22222222222222,5.820199504164673e-07
41682,ramp-down,28,22,22,78.57142857142857,78.57142857142857,5.941130243775107e-07
41683,flat_error,18,18,18,100.0,100.0,
41683,ramp-up,20,9,9,45.0,45.0,6.263977674102007e-07
41683,ramp-down,26,20,20,76.92307692307693,76.92307692307693,5.750653459504642e-07
41685,ramp-up,9,0,0,0.0,0.0,
41685,ramp-down,9,2,2,22.22222222222222,22.22222222222222,6.164621205791798e-08
41686,ramp-up,10,0,0,0.0,0.0,
41686,ramp-down,7,3,3,42.857142857142854,42.857142857142854,1.4662824354879936e-07
41688,flat_error,18,18,18,100.0,100.0,
41688,ramp-up,16,5,5,31.25,31.25,6.629037051739037e-07
41688,ramp-down,28,24,24,85.71428571428571,85.71428571428571,6.210172639535705e-07
41689,ramp-up,9,0,0,0.0,0.0,
41689,ramp-down,7,4,4,57.14285714285714,57.14285714285714,9.921539755834936e-08
41692,flat_error,18,0,0,0.0,0.0,
41692,ramp-up,17,0,0,0.0,0.0,
41692,ramp-down,27,2,2,7.4074074074074066,7.4074074074074066,3.4672348124820077e-07
41693,ramp-up,2,0,0,0.0,0.0,
41693,ramp-down,1,0,0,0.0,0.0,
41695,ramp-up,1,0,0,0.0,0.0,
41695,ramp-down,1,0,0,0.0,0.0,
41715,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.9467853988490987e-07
41715,ramp-down,20,11,11,55.00000000000001,55.00000000000001,1.0162057028056887e-07
41716,ramp-up,11,3,3,27.27272727272727,27.27272727272727,1.995366171367542e-07
41716,ramp-down,19,11,11,57.89473684210527,57.89473684210527,1.5068385300469335e-07
41717,ramp-up,15,6,6,40.0,40.0,1.3534510361868917e-07
41717,ramp-down,19,16,16,84.21052631578947,84.21052631578947,1.4726109078589484e-07
41718,ramp-up,11,4,4,36.36363636363637,36.36363636363637,1.83358385997839e-07
41718,ramp-down,22,13,13,59.09090909090909,59.09090909090909,1.9247117968084462e-07
42681,ramp-up,1,0,0,0.0,0.0,
42681,ramp-down,3,0,0,0.0,0.0,
42748,ramp-up,7,0,0,0.0,0.0,
42748,ramp-down,9,3,3,33.33333333333333,33.33333333333333,8.84794617345068e-08
42751,ramp-up,8,0,0,0.0,0.0,
42751,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.7805843875692753e-07
42755,ramp-up,8,0,0,0.0,0.0,
42755,ramp-down,10,4,4,40.0,40.0,1.0510751459762813e-07
42758,ramp-up,8,0,0,0.0,0.0,
42758,ramp-down,9,1,1,11.11111111111111,11.11111111111111,4.4980154433722e-08
42759,ramp-up,7,0,0,0.0,0.0,
42759,ramp-down,10,2,2,20.0,20.0,1.815606956475874e-07
42943,ramp-up,9,0,0,0.0,0.0,
42943,ramp-down,13,6,6,46.15384615384615,46.15384615384615,1.578203998580619e-07
42944,ramp-up,8,1,1,12.5,12.5,9.29589841415489e-08
42944,ramp-down,13,8,8,61.53846153846154,61.53846153846154,1.6604128094598914e-07
42945,ramp-up,8,1,1,12.5,12.5,5.3507631123192985e-08
42945,ramp-down,14,4,4,28.57142857142857,28.57142857142857,1.31427812396747e-07
42946,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.0513786952937446e-07
42946,ramp-down,12,6,6,50.0,50.0,1.409986802950516e-07
42947,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.0006416115024905e-07
42947,ramp-down,11,4,4,36.36363636363637,36.36363636363637,2.0628405064543105e-07
42948,ramp-up,8,1,1,12.5,12.5,1.7474593765440446e-08
42948,ramp-down,10,6,6,60.0,60.0,1.4914412449385512e-07
42949,ramp-up,8,0,0,0.0,0.0,
42949,ramp-down,9,2,2,22.22222222222222,22.22222222222222,1.3459169291269945e-07
42951,ramp-up,9,1,1,11.11111111111111,11.11111111111111,5.7179628287682796e-08
42951,ramp-down,11,4,4,36.36363636363637,36.36363636363637,1.2897781324043071e-07
42953,ramp-up,10,0,0,0.0,0.0,
42953,ramp-down,10,4,4,40.0,40.0,1.778234297698038e-07
42954,ramp-up,8,0,0,0.0,0.0,
42954,ramp-down,12,5,5,41.66666666666667,41.66666666666667,2.0621388829496746e-07
42955,ramp-up,8,1,1,12.5,12.5,2.9112149144073897e-07
42955,ramp-down,12,5,5,41.66666666666667,41.66666666666667,1.3943864877712541e-07
42957,ramp-up,9,0,0,0.0,0.0,
42957,ramp-down,11,7,7,63.63636363636363,63.63636363636363,1.0781086692237282e-07
42960,ramp-up,10,0,0,0.0,0.0,
42960,ramp-down,8,5,5,62.5,62.5,1.227798918130603e-07
42961,ramp-up,9,0,0,0.0,0.0,
42961,ramp-down,10,5,5,50.0,50.0,2.7271874898060314e-07
42962,ramp-up,9,0,0,0.0,0.0,
42962,ramp-down,9,2,2,22.22222222222222,22.22222222222222,7.59480975301546e-08
42963,ramp-up,8,0,0,0.0,0.0,
42963,ramp-down,12,4,4,33.33333333333333,33.33333333333333,1.594531403811718e-07
42964,ramp-up,9,1,1,11.11111111111111,11.11111111111111,2.64538354338421e-07
42964,ramp-down,10,5,5,50.0,50.0,9.56632758165487e-08
42965,ramp-up,9,1,1,11.11111111111111,11.11111111111111,1.3902893259871482e-07
42965,ramp-down,9,3,3,33.33333333333333,33.33333333333333,1.8647664444839694e-07
42966,ramp-up,7,0,0,0.0,0.0,
42966,ramp-down,9,6,6,66.66666666666666,66.66666666666666,7.282175079922148e-08
42967,ramp-up,8,0,0,0.0,0.0,
42967,ramp-down,10,2,2,20.0,20.0,7.301669596256303e-08
42968,ramp-up,9,0,0,0.0,0.0,
