shot_number,total_kfiles,gfile_exists_count,effective_converged_count,convergence_failures,gfile_existence_rate_percent,effective_convergence_rate_percent,max_kfile_current,max_gfile_current,avg_current_error_percent,max_current_error_percent,effective_converged_points
39632,6,0,0,0,0.0,0.0,67672.46975940981,,,,0
39637,8,1,1,0,12.5,12.5,82263.89117728577,54737.8124,5.66938849943399e-08,5.66938849943399e-08,1
39638,7,0,0,0,0.0,0.0,83801.33358006614,,,,0
39639,8,1,1,0,12.5,12.5,94837.37895588148,65732.2898,3.155917757985929e-08,3.155917757985929e-08,1
39641,7,1,1,0,14.285714285714285,14.285714285714285,90150.67418894496,34833.8523,8.992015953128385e-08,8.992015953128385e-08,1
39642,8,2,2,0,25.0,25.0,89818.44028557508,59439.1952,2.2185122934954453e-08,2.2862778524233227e-08,2
39643,8,0,0,0,0.0,0.0,90290.427126461,,,,0
39644,7,1,1,0,14.285714285714285,14.285714285714285,83688.14394229704,58822.0799,2.871374560118513e-08,2.871374560118513e-08,1
39766,5,5,5,0,100.0,100.0,14610.156940800169,14610.1569,4.813664068357953e-07,8.228411020557607e-07,5
39767,3,0,0,0,0.0,0.0,10739.20795988717,,,,0
39768,1,0,0,0,0.0,0.0,11041.2742491809,,,,0
39769,4,4,4,0,100.0,100.0,12993.167048465308,12993.167,5.343679207977325e-07,7.765923926623492e-07,4
39770,3,0,0,0,0.0,0.0,10527.202810191257,,,,0
39771,4,2,2,0,50.0,50.0,12570.199839957657,12570.1998,2.57674750729098e-07,3.178760655354044e-07,2
39775,7,1,1,0,14.285714285714285,14.285714285714285,81934.83232713013,47337.5983,1.2107818494604337e-07,1.2107818494604337e-07,1
39776,8,1,1,0,12.5,12.5,87096.77638954371,64588.8759,5.736727744142027e-08,5.736727744142027e-08,1
39777,8,1,1,0,12.5,12.5,92585.32762860406,50665.3453,7.246504253097417e-08,7.246504253097417e-08,1
39778,9,2,2,0,22.22222222222222,22.22222222222222,94840.14927050784,61401.9585,8.361548850520843e-08,9.431450730992339e-08,2
39779,9,2,2,0,22.22222222222222,22.22222222222222,100973.61763644166,67437.7794,1.2424921813892827e-07,2.4377805729145024e-07,2
39780,9,1,1,0,11.11111111111111,11.11111111111111,100218.95847366836,72409.2998,4.001339092144775e-08,4.001339092144775e-08,1
39782,9,2,2,0,22.22222222222222,22.22222222222222,105359.13516186088,79206.5867,9.741783672147075e-08,1.7941679463019872e-07,2
39784,9,0,0,0,0.0,0.0,109171.40513560805,,,,0
39785,9,1,1,0,11.11111111111111,11.11111111111111,89755.71020214385,40964.7078,9.122320239385689e-09,9.122320239385689e-09,1
39835,10,7,7,0,70.0,70.0,60257.20945648863,60257.2094,7.806601783219002e-08,2.2129561432248413e-07,7
39836,11,7,7,0,63.63636363636363,63.63636363636363,60240.67340246982,59088.9921,6.325257909807245e-08,1.3339568905978837e-07,7
39837,12,6,6,0,50.0,50.0,60230.12263070871,57076.7192,3.7357460095544386e-08,1.2300075973637336e-07,6
39838,12,6,6,0,50.0,50.0,62995.29339087416,57853.825,1.0659059761596617e-07,1.7505741368322617e-07,6
39840,11,7,7,0,63.63636363636363,63.63636363636363,64123.8009538257,64123.8009,1.1203441566642524e-07,2.4803238824801184e-07,7
39843,12,7,7,0,58.333333333333336,58.333333333333336,60334.45841736632,58496.3157,9.196297685656276e-08,2.0744812925200965e-07,7
39844,13,7,7,0,53.84615384615385,53.84615384615385,75705.95293647429,75705.9529,4.4441927392310716e-08,7.911534190477454e-08,7
39845,11,2,2,0,18.181818181818183,18.181818181818183,88876.36811544452,66866.4883,5.6228930604321484e-08,6.412033222898651e-08,2
39847,12,2,2,0,16.666666666666664,16.666666666666664,82217.2121292201,75350.0157,4.72041250845395e-08,6.949991490884793e-08,2
39849,13,8,8,0,61.53846153846154,61.53846153846154,76368.4029757064,76368.4029,6.093090392543993e-08,1.0857421039923417e-07,8
39861,7,1,1,0,14.285714285714285,14.285714285714285,73679.39576175711,46991.8041,2.0136367865259254e-07,2.0136367865259254e-07,1
39862,9,1,1,0,11.11111111111111,11.11111111111111,77682.75926149871,61587.5331,5.1505813207479504e-08,5.1505813207479504e-08,1
39865,9,5,5,0,55.55555555555556,55.55555555555556,57529.08630523549,57529.0863,7.10510538202787e-08,1.554727257309103e-07,5
39866,9,5,5,0,55.55555555555556,55.55555555555556,58391.93177756953,55203.9807,4.9486073949549276e-08,9.568834031863908e-08,5
39867,10,0,0,0,0.0,0.0,73337.98915283983,,,,0
39868,10,7,7,0,70.0,70.0,58085.18745491084,58085.1874,7.904421771566112e-08,1.164361359734989e-07,7
39870,9,6,6,0,66.66666666666666,66.66666666666666,62135.887351297504,62135.8873,5.309726774869328e-08,1.0649610285926089e-07,6
39871,9,6,6,0,66.66666666666666,66.66666666666666,68564.31822285579,68564.3182,3.612953012864004e-08,6.3312273146206e-08,6
39872,9,7,7,0,77.77777777777779,77.77777777777779,66504.3351522185,66504.3351,4.074748451042579e-08,8.302635579781347e-08,7
39890,9,1,1,0,11.11111111111111,11.11111111111111,99630.0268468022,57526.6674,7.918973323981723e-08,7.918973323981723e-08,1
39891,9,1,1,0,11.11111111111111,11.11111111111111,100190.22332733015,77421.4239,2.9348391400718143e-08,2.9348391400718143e-08,1
39892,10,1,1,0,10.0,10.0,103538.02048464672,57095.7181,8.800478319619064e-09,8.800478319619064e-09,1
39893,10,1,1,0,10.0,10.0,107398.0512700834,64281.6294,4.8392211049938295e-08,4.8392211049938295e-08,1
39894,10,2,2,0,20.0,20.0,106999.89942145204,70536.9033,3.481649592884723e-08,4.7410174689109856e-08,2
39895,10,2,2,0,20.0,20.0,107760.49293053124,72999.3392,8.508723922805864e-08,1.543870025840263e-07,2
39896,15,4,4,0,26.666666666666668,26.666666666666668,73650.15156778078,73650.1516,5.664967933522363e-08,1.3106291323357462e-07,4
39897,18,9,9,0,50.0,50.0,70916.70153868591,69438.4147,7.986367464983494e-08,1.7513371691302982e-07,9
39898,14,4,4,0,28.57142857142857,28.57142857142857,84879.35204981647,84879.352,6.794523706543217e-08,8.407847926989569e-08,4
39902,17,3,3,0,17.647058823529413,17.647058823529413,69873.37661563396,42515.0238,1.5977783752077206e-07,2.7073535937338255e-07,3
39903,18,4,4,0,22.22222222222222,22.22222222222222,86563.67018811224,61645.9568,7.69890657044189e-08,1.127119661322706e-07,4
39904,19,3,3,0,15.789473684210526,15.789473684210526,74438.48365078655,64665.7224,5.144774973596606e-08,8.135641541692174e-08,3
39905,19,3,3,0,15.789473684210526,15.789473684210526,74920.94104641903,64379.3679,3.5175513073470695e-08,7.191840777352919e-08,3
39906,19,6,6,0,31.57894736842105,31.57894736842105,76134.28122276571,64934.3033,5.6916567211595226e-08,8.620418696872525e-08,6
39907,18,0,0,0,0.0,0.0,86218.01594004234,,,,0
39908,18,3,3,0,16.666666666666664,16.666666666666664,86056.26011167892,41652.1131,1.0398281660134215e-07,1.650995521645987e-07,3
39909,19,8,8,0,42.10526315789473,42.10526315789473,68943.9404076015,66990.0241,5.144899732898005e-08,1.1202802404686809e-07,8
39910,19,7,7,0,36.84210526315789,36.84210526315789,69225.29058415828,67328.993,5.98616341421101e-08,1.1837875242446932e-07,7
39914,23,6,6,0,26.08695652173913,26.08695652173913,86442.91267766239,80322.3203,5.047119945652972e-08,6.595979519114949e-08,6
39915,23,10,10,0,43.47826086956522,43.47826086956522,83404.23154093736,80065.4771,6.90512698647106e-08,1.552750578824947e-07,10
39916,25,13,13,0,52.0,52.0,81784.06557523875,81165.098,5.539127773118888,72.00866043259472,13
39917,21,8,8,0,38.095238095238095,38.095238095238095,81433.48701654111,81433.487,4.364364586593788e-08,1.006377324548318e-07,8
40008,8,1,1,0,12.5,12.5,92315.76155931734,72119.61,3.3238735542355344e-08,3.3238735542355344e-08,1
40009,8,2,2,0,25.0,25.0,91754.90912266204,72490.0252,6.23339673791925e-08,6.429153953844741e-08,2
40010,8,2,2,0,25.0,25.0,92266.28710696868,71452.8225,5.563216737017127e-08,8.366888355159355e-08,2
40011,8,1,1,0,12.5,12.5,93974.01063473328,73334.3657,2.135364942524409e-08,2.135364942524409e-08,1
40012,9,0,0,0,0.0,0.0,103291.04654535436,,,,0
40013,8,2,2,0,25.0,25.0,89598.10285317637,79172.2963,1.0604886640222131e-07,1.4092977452136197e-07,2
40014,9,1,1,0,11.11111111111111,11.11111111111111,100581.4277493378,57496.7375,3.125041669063111e-08,3.125041669063111e-08,1
40015,9,0,0,0,0.0,0.0,100190.33545350916,,,,0
40016,9,0,0,0,0.0,0.0,98511.31999797552,,,,0
40017,9,1,1,0,11.11111111111111,11.11111111111111,97995.05582329624,54587.1292,2.2145932805315986e-08,2.2145932805315986e-08,1
40057,5,1,1,0,20.0,20.0,60359.11527669645,41532.9565,1.642020837096933e-07,1.642020837096933e-07,1
40127,8,2,2,0,25.0,25.0,95056.453382064,67119.0917,1.1224892771476346e-07,2.1218510346603114e-07,2
40131,8,1,1,0,12.5,12.5,92966.42731823827,62670.3312,4.649025580333494e-08,4.649025580333494e-08,1
40132,8,1,1,0,12.5,12.5,97155.10554147586,48348.9512,6.866878722890153e-08,6.866878722890153e-08,1
40133,9,1,1,0,11.11111111111111,11.11111111111111,100513.27812115928,58945.0978,1.7841477585093323e-08,1.7841477585093323e-08,1
40134,9,2,2,0,22.22222222222222,22.22222222222222,99297.93464129033,61922.3419,1.6819015331565474e-07,3.024200718416221e-07,2
40135,9,1,1,0,11.11111111111111,11.11111111111111,102054.24027053194,67113.0079,1.2227657682176824e-08,1.2227657682176824e-08,1
40136,9,2,2,0,22.22222222222222,22.22222222222222,102018.81344757162,70203.6026,2.5160682675446526e-08,4.850389953449001e-08,2
40137,9,2,2,0,22.22222222222222,22.22222222222222,101926.25043729528,72895.3377,6.660936880049419e-08,1.1562013470474057e-07,2
40138,9,2,2,0,22.22222222222222,22.22222222222222,103560.2992920388,75888.5509,1.139804056251877e-07,1.548374119685881e-07,2
40139,9,2,2,0,22.22222222222222,22.22222222222222,102505.40830956648,76179.055,6.465501532431845e-08,7.964285680944374e-08,2
40140,9,0,0,0,0.0,0.0,106052.82485962423,,,,0
40142,8,1,1,0,12.5,12.5,88486.71678267089,59036.0215,8.047771150601588e-08,8.047771150601588e-08,1
40145,8,0,0,0,0.0,0.0,102911.65555140334,,,,0
40149,9,1,1,0,11.11111111111111,11.11111111111111,98892.14483798004,62547.2423,2.9703082970112685e-08,2.9703082970112685e-08,1
40151,10,1,1,0,10.0,10.0,103361.57350678188,62100.8804,3.5396305550738046e-08,3.5396305550738046e-08,1
40168,9,1,1,0,11.11111111111111,11.11111111111111,69440.29945845237,67970.8852,5.470010181429461e-10,5.470010181429461e-10,1
40169,8,1,1,0,12.5,12.5,72804.05471317096,57207.9044,7.408525254360407e-08,7.408525254360407e-08,1
40174,5,0,0,0,0.0,0.0,47087.42291795746,,,,0
40175,5,0,0,0,0.0,0.0,58571.2144163416,,,,0
40184,8,1,1,0,12.5,12.5,90218.51296320058,52315.7697,7.63777806223694e-08,7.63777806223694e-08,1
40185,8,2,2,0,25.0,25.0,89734.43725203243,60495.2347,1.1137647033238514e-07,1.3213201291699334e-07,2
40186,8,0,0,0,0.0,0.0,87762.87619032997,,,,0
40187,8,0,0,0,0.0,0.0,87326.52691421735,,,,0
40208,7,4,4,0,57.14285714285714,57.14285714285714,58013.85059358153,58013.8506,7.763798211199992e-08,1.411784861669122e-07,4
40209,4,1,1,0,25.0,25.0,22418.428327821915,12710.615,1.9260989396345597e-07,1.9260989396345597e-07,1
40210,8,4,4,0,50.0,50.0,65319.40202545598,59285.7078,6.231393976210171e-08,1.0634603004971737e-07,4
40211,9,1,1,0,11.11111111111111,11.11111111111111,67550.77502534863,22239.0245,1.1187098860486279e-07,1.1187098860486279e-07,1
40213,12,2,2,0,16.666666666666664,16.666666666666664,64221.76472434491,21214.4511,1.3919074455143744e-07,1.9048428574204226e-07,2
40215,9,3,3,0,33.33333333333333,33.33333333333333,80712.42408499299,72455.1098,1.1150879773611331e-07,2.678056266307061e-07,3
40216,9,3,3,0,33.33333333333333,33.33333333333333,77628.83748826406,69740.9553,6.277350903547693e-08,9.907618585127469e-08,3
40217,10,3,3,0,30.0,30.0,79967.18605465544,72062.9609,3.546243314780301e-08,5.3956345632319225e-08,3
40219,10,3,3,0,30.0,30.0,67103.05351031334,28921.1188,1.7572127770785923e-07,2.5151842411104016e-07,3
40220,11,4,4,0,36.36363636363637,36.36363636363637,79028.32541691746,70419.2788,1.0717865790200475e-07,3.166199084457504e-07,4
40221,12,2,2,0,16.666666666666664,16.666666666666664,78464.470332138,23066.0202,4.290229954114718e-08,4.451108380214921e-08,2
40222,13,3,3,0,23.076923076923077,23.076923076923077,78880.0127473021,63335.6091,6.194079181795834e-08,1.378212428562235e-07,3
40223,13,3,3,0,23.076923076923077,23.076923076923077,78246.57461715225,64184.1625,2.325705401133118e-08,5.077197126833913e-08,3
40224,9,1,1,0,11.11111111111111,11.11111111111111,77572.59745174549,43340.9041,2.77973353902988e-07,2.77973353902988e-07,1
40225,14,2,2,0,14.285714285714285,14.285714285714285,73160.25534949751,35103.732,1.267820589464371e-07,1.6985952632321108e-07,2
40226,16,8,8,0,50.0,50.0,54492.44340091408,38213.875,1.195193007746124e-07,3.878264775653761e-07,8
40227,12,2,2,0,16.666666666666664,16.666666666666664,75994.23929589908,53301.7555,2.01032874903326e-07,2.676220981213734e-07,2
40228,15,5,5,0,33.33333333333333,33.33333333333333,71753.74083601675,42589.7749,6.13543170040386e-08,1.507669524515234e-07,5
40229,15,3,3,0,20.0,20.0,75377.14355909011,45995.6405,1.0247117831776179e-07,1.384431696126585e-07,3
40231,15,1,1,0,6.666666666666667,6.666666666666667,74827.65201905323,57481.0427,5.99787267934281e-08,5.99787267934281e-08,1
40232,15,4,4,0,26.666666666666668,26.666666666666668,84898.50672533104,58021.6082,1.3304967051086514e-07,2.759097550647409e-07,4
40233,15,5,5,0,33.33333333333333,33.33333333333333,77549.05892619402,60795.777,6.766854046618612e-08,1.1143267973631513e-07,5
40234,15,3,3,0,20.0,20.0,74293.90927631482,58283.89,1.1635075456897939e-07,2.419290392476605e-07,3
40235,15,3,3,0,20.0,20.0,78062.57709668568,57681.767,8.416297779593944e-08,1.1303396582909869e-07,3
40237,22,5,5,0,22.727272727272727,22.727272727272727,106380.07680911082,90502.5159,7.409452000421874e-08,1.0163709649727305e-07,5
40238,21,6,6,0,28.57142857142857,28.57142857142857,100244.77621800492,90090.1779,4.0454297579755266e-08,9.285804942179193e-08,6
40240,20,6,6,0,30.0,30.0,87346.06015503396,56528.8532,5.510707693788857e-08,1.0908426214452716e-07,6
40241,16,3,3,0,18.75,18.75,96230.06884591152,58732.441,4.0947709087897886e-08,6.872025451493509e-08,3
40242,21,8,8,0,38.095238095238095,38.095238095238095,98055.64193365128,71716.9137,6.288116805706439e-08,1.777264117572471e-07,8
40243,22,9,9,0,40.909090909090914,40.909090909090914,96085.53885636748,80723.8021,5.234185001963773e-08,1.7886247065031766e-07,9
40244,17,11,11,0,64.70588235294117,64.70588235294117,85173.22741458002,85173.2274,4.01740389870798e-08,1.0188863427803773e-07,11
40245,19,13,13,0,68.42105263157895,68.42105263157895,83762.80188848179,83762.8019,4.9378505504022534e-08,1.6458531363105118e-07,13
40246,21,10,10,0,47.61904761904761,47.61904761904761,85997.3309954132,85997.331,4.880656854025035e-08,1.0352871580460237e-07,10
40247,21,7,7,0,33.33333333333333,33.33333333333333,82952.38352124066,69611.2029,9.4157730146051e-08,1.950312621438137e-07,7
40248,22,9,9,0,40.909090909090914,40.909090909090914,79864.89946881945,77061.017,8.448708830946874e-08,1.8305571329326738e-07,9
40249,20,12,12,0,60.0,60.0,84668.57213571094,84668.5721,5.6003504539960313e-08,1.6839787711712637e-07,12
40250,20,12,12,0,60.0,60.0,85051.0719469131,85051.0719,5.7724173702360666e-08,1.0162941447809702e-07,12
40251,20,13,13,0,65.0,65.0,82497.8436402274,82497.8436,6.113908369924413e-08,1.874982707374419e-07,13
40252,9,4,4,0,44.44444444444444,44.44444444444444,72644.85083310075,72644.8508,6.652442001614758e-08,9.956093576514817e-08,4
40254,21,4,4,0,19.047619047619047,19.047619047619047,99070.90251935265,78669.2852,1.5479757329085448e-07,3.1258862166517735e-07,4
40255,21,6,6,0,28.57142857142857,28.57142857142857,96510.6536963719,84676.8672,6.664249746913776e-08,1.1486555455429264e-07,6
40256,22,9,9,0,40.909090909090914,40.909090909090914,96643.8974977192,88489.3956,7.484079804766408e-08,2.076661540729679e-07,9
40257,22,8,8,0,36.36363636363637,36.36363636363637,95589.80143751545,86486.7811,7.480904573011838e-08,1.884516900413757e-07,8
40258,21,6,6,0,28.57142857142857,28.57142857142857,94318.91944872325,85388.1182,9.930383272317541e-08,2.950288333100284e-07,6
40259,21,7,7,0,33.33333333333333,33.33333333333333,87592.51608185032,63179.5107,1.0980010103047636e-07,3.709397271159919e-07,7
40260,21,6,6,0,28.57142857142857,28.57142857142857,92211.7229774145,75170.8578,1.573452685463042e-07,3.346790208797984e-07,6
40276,14,3,3,0,21.428571428571427,21.428571428571427,86884.59617377071,66266.6671,8.182435992882226e-08,1.4450313012989094e-07,3
40277,16,6,6,0,37.5,37.5,88452.0746220878,69604.8128,8.761821899443669e-08,1.631869117376813e-07,6
40278,16,5,5,0,31.25,31.25,88244.2562434451,69322.5853,5.9316714233894916e-08,1.1763767601141294e-07,5
40279,16,3,3,0,18.75,18.75,88734.91810155046,69314.8542,5.475212331154683e-08,6.11600462359762e-08,3
40280,15,6,6,0,40.0,40.0,72382.46339072254,68118.8948,5.057711749254104e-08,8.800813751973953e-08,6
40281,16,6,6,0,37.5,37.5,75430.61440778286,70591.3921,4.869808048685779e-08,1.4866533504782865e-07,6
40282,16,6,6,0,37.5,37.5,76296.653757114,70871.9029,4.4692410925772256e-08,7.300175636145255e-08,6
40284,16,5,5,0,31.25,31.25,77328.7337057637,71437.1892,6.922899521892612e-08,1.2345750337900078e-07,5
40285,16,7,7,0,43.75,43.75,72459.3910967993,67706.2891,8.816207746181032e-08,1.4217406859932086e-07,7
40286,15,5,5,0,33.33333333333333,33.33333333333333,73362.55751842957,68118.1171,6.509738853655462e-08,9.383095853356296e-08,5
40287,15,4,4,0,26.666666666666668,26.666666666666668,72693.89844276487,67753.1919,5.903882963728731e-08,1.1287975990338794e-07,4
40288,15,5,5,0,33.33333333333333,33.33333333333333,75239.18236960247,69339.9239,5.989124868932874e-08,1.413650865080311e-07,5
40290,14,4,4,0,28.57142857142857,28.57142857142857,74847.49762468261,68983.9625,6.954779161612088e-08,1.259534065113201e-07,4
40291,14,5,5,0,35.714285714285715,35.714285714285715,73977.57768705937,64206.7185,3.151040677350553e-08,7.98745603985623e-08,5
40292,15,6,6,0,40.0,40.0,75081.70861020873,68069.8483,5.176212552849936e-08,9.052768499557129e-08,6
40293,15,6,6,0,40.0,40.0,74702.3245685624,68685.1299,4.7852233455426576e-08,9.781995888753592e-08,6
40295,15,5,5,0,33.33333333333333,33.33333333333333,78273.22593017195,66275.4909,8.13746171448882e-08,1.7632524018563006e-07,5
40296,18,3,3,0,16.666666666666664,16.666666666666664,78807.11574050075,69841.5191,9.998722886267822e-08,2.38102172344352e-07,3
40298,17,4,4,0,23.52941176470588,23.52941176470588,76983.48144323338,62312.528,8.002282693641423e-08,1.775239635816808e-07,4
40302,16,3,3,0,18.75,18.75,103975.41296747953,73939.5691,4.200608725268267e-08,5.967607139322998e-08,3
40303,18,4,4,0,22.22222222222222,22.22222222222222,103921.12149895764,75514.0748,5.928602900368039e-08,1.4457304189635866e-07,4
40304,19,4,4,0,21.052631578947366,21.052631578947366,102217.79361186847,75935.6331,4.8881740481216355e-08,6.777024176726377e-08,4
40305,19,3,3,0,15.789473684210526,15.789473684210526,101430.00098182676,74443.6089,4.4501154654162737e-08,5.91978525754717e-08,3
40306,19,4,4,0,21.052631578947366,21.052631578947366,106044.81847289628,78055.3113,7.914857042073548e-08,1.5940229477015054e-07,4
40307,19,3,3,0,15.789473684210526,15.789473684210526,107608.83273440544,71288.8647,8.813446792897301e-08,1.4055688862853277e-07,3
40309,19,5,5,0,26.31578947368421,26.31578947368421,106311.50152947933,70498.7999,1.0598458861623113e-07,2.0337958153158988e-07,5
40311,17,4,4,0,23.52941176470588,23.52941176470588,105930.73239225644,68620.6814,9.474613774765936e-08,1.4117492350606958e-07,4
40312,17,1,1,0,5.88235294117647,5.88235294117647,105178.2164517424,32316.0361,5.3063277155074854e-08,5.3063277155074854e-08,1
40313,17,1,1,0,5.88235294117647,5.88235294117647,102521.71712458394,59563.6624,6.28363196129641e-08,6.28363196129641e-08,1
40314,16,1,1,0,6.25,6.25,101700.60586001458,28455.1767,7.36236295454657e-08,7.36236295454657e-08,1
40315,16,1,1,0,6.25,6.25,96674.52693168916,24841.7133,1.1786585475592189e-07,1.1786585475592189e-07,1
40316,17,2,2,0,11.76470588235294,11.76470588235294,76503.5303817054,36848.5642,8.867246321356669e-08,1.248259600972275e-07,2
40317,17,7,7,0,41.17647058823529,41.17647058823529,64069.41103688968,46839.6178,8.791455407290679e-08,1.5488360824214772e-07,7
40318,16,3,3,0,18.75,18.75,98279.08940203355,54031.3185,1.0982769433227775e-07,1.371355705468757e-07,3
40319,19,7,7,0,36.84210526315789,36.84210526315789,80976.9707996851,75427.3368,7.52962040043593e-08,1.469861894880172e-07,7
40320,19,7,7,0,36.84210526315789,36.84210526315789,80320.75895848066,75736.0273,5.766702265207948e-08,1.2279972179457832e-07,7
40321,19,6,6,0,31.57894736842105,31.57894736842105,87886.24731109646,83253.6925,3.8225211767146826e-08,1.0936576595103621e-07,6
40323,17,3,3,0,17.647058823529413,17.647058823529413,108117.59023296564,41719.9606,1.0706047565954162e-07,2.3374924214497426e-07,3
40324,18,1,1,0,5.555555555555555,5.555555555555555,110122.77482167428,27091.8868,5.4194401243761995e-08,5.4194401243761995e-08,1
40325,19,5,5,0,26.31578947368421,26.31578947368421,109170.15670388011,85463.5385,5.729691469889122e-08,1.4310442893831226e-07,5
40326,19,3,3,0,15.789473684210526,15.789473684210526,113584.86542355112,43797.6939,1.6773968609714302e-07,3.496445845639198e-07,3
40327,19,3,3,0,15.789473684210526,15.789473684210526,113258.76080847402,78831.477,1.302145835147589e-07,1.967336382400227e-07,3
40328,19,1,1,0,5.263157894736842,5.263157894736842,111884.74748151517,23017.8113,3.106163632352361e-08,3.106163632352361e-08,1
40329,19,3,3,0,15.789473684210526,15.789473684210526,113286.95968152108,51790.4486,5.767482690960992e-08,1.5203806789704117e-07,3
40330,19,5,5,0,26.31578947368421,26.31578947368421,115519.2811501886,74784.3336,8.159294391587396e-08,1.2480251181635374e-07,5
40331,18,4,4,0,22.22222222222222,22.22222222222222,116084.36057933987,73694.396,6.215692448516195e-08,1.0542201337383033e-07,4
40334,14,12,12,0,85.71428571428571,85.71428571428571,40477.7820558621,40477.782,2.5623043056885556e-07,6.024615772580731e-07,12
40373,5,3,3,0,60.0,60.0,23800.033727123424,23800.0337,1.465378443611653e-07,1.754107344690757e-07,3
40374,5,4,4,0,80.0,80.0,27675.23221278736,27675.2322,1.7438756129580406e-07,3.309778636975898e-07,4
40375,9,2,2,0,22.22222222222222,22.22222222222222,55720.96685501301,44839.3663,1.0148988171468442e-07,1.921894177180513e-07,2
40376,10,1,1,0,10.0,10.0,70722.79078956925,53272.3189,9.397681883941533e-08,9.397681883941533e-08,1
40377,10,2,2,0,20.0,20.0,77458.10564467902,50021.6004,8.333472903130484e-08,1.2030662639046396e-07,2
40378,11,1,1,0,9.090909090909092,9.090909090909092,85313.45021759013,21711.4597,1.9931127355991455e-07,1.9931127355991455e-07,1
40379,11,3,3,0,27.27272727272727,27.27272727272727,83026.63367155424,63759.7747,1.139691465482735e-07,2.706398621305876e-07,3
40380,11,1,1,0,9.090909090909092,9.090909090909092,87022.53266968434,35503.9592,4.047301159273105e-08,4.047301159273105e-08,1
40381,11,0,0,0,0.0,0.0,88749.37593552782,,,,0
40383,11,1,1,0,9.090909090909092,9.090909090909092,87895.61399835096,38556.2547,6.298515386221146e-08,6.298515386221146e-08,1
40384,12,0,0,0,0.0,0.0,90356.50356412953,,,,0
40385,12,0,0,0,0.0,0.0,91076.50298176118,,,,0
40386,12,0,0,0,0.0,0.0,91442.24062861784,,,,0
40387,12,2,2,0,16.666666666666664,16.666666666666664,92234.7841389116,66661.3181,4.7329011848814165e-08,7.88228579617938e-08,2
40467,6,2,2,0,33.33333333333333,33.33333333333333,35776.45720502689,35776.4572,2.0557818214891868e-08,2.7064793989127533e-08,2
40469,6,2,2,0,33.33333333333333,33.33333333333333,42741.34044660175,39580.3158,9.10941813464548e-08,1.2018573124781634e-07,2
40470,6,2,2,0,33.33333333333333,33.33333333333333,43720.81211310566,42542.5624,6.657105111008318e-08,1.3274046563114786e-07,2
40471,7,2,2,0,28.57142857142857,28.57142857142857,44085.37384439428,43638.9507,5.679341538641276e-08,6.085771179888211e-08,2
40472,7,2,2,0,28.57142857142857,28.57142857142857,52757.35748577144,41304.4033,6.216745785556052e-08,7.403451907381543e-08,2
40473,7,1,1,0,14.285714285714285,14.285714285714285,56186.77347375169,44906.6923,6.587391293650686e-08,6.587391293650686e-08,1
40474,7,2,2,0,28.57142857142857,28.57142857142857,56374.12427998626,46826.3208,1.4158325584645715e-07,2.115866730459239e-07,2
40476,17,2,2,0,11.76470588235294,11.76470588235294,105542.48066749306,80156.3904,7.381576477435971e-08,9.280813310591833e-08,2
40477,20,7,7,0,35.0,35.0,109300.560760854,79690.5407,6.500390941921371e-08,1.3728403676341721e-07,7
40478,21,6,6,0,28.57142857142857,28.57142857142857,107478.84566898596,81228.8481,7.251110840322364e-08,1.442693530606509e-07,6
40480,19,2,2,0,10.526315789473683,10.526315789473683,107780.87537575864,76441.9074,7.859163757840586e-08,8.629715176659978e-08,2
40482,17,3,3,0,17.647058823529413,17.647058823529413,106145.19440850076,41528.2277,1.250341341978844e-07,2.891574160995595e-07,3
40483,20,3,3,0,15.0,15.0,109845.17429515802,75537.2643,9.193684249843611e-08,1.617209325063463e-07,3
40484,20,9,9,0,45.0,45.0,85177.7031170593,82220.9429,2.687735707114526e-08,1.1922442671793342e-07,9
40485,18,8,8,0,44.44444444444444,44.44444444444444,84667.5472358044,79268.0718,5.252556965622452e-08,1.201899667313351e-07,8
40486,19,4,4,0,21.052631578947366,21.052631578947366,108205.07093782185,81444.1538,7.373214581463482e-08,1.0242955122787998e-07,4
40487,19,5,5,0,26.31578947368421,26.31578947368421,109727.2050478038,85879.5352,5.251087781886793e-08,9.365044477407009e-08,5
40488,19,4,4,0,21.052631578947366,21.052631578947366,105732.30229227552,85912.0599,5.836605350376296e-08,1.4083955206423773e-07,4
40489,18,2,2,0,11.11111111111111,11.11111111111111,107659.99273954128,38974.8121,1.1579291825548906e-07,1.24658090597581e-07,2
40490,17,3,3,0,17.647058823529413,17.647058823529413,104758.21184556471,62850.5362,7.9824931306422e-08,1.366794781079115e-07,3
40491,16,1,1,0,6.25,6.25,83642.19410682729,23412.7863,1.5006784790927305e-07,1.5006784790927305e-07,1
40492,17,2,2,0,11.76470588235294,11.76470588235294,92396.05740146484,43250.1153,1.3946812394823076e-07,2.748479781213148e-07,2
40493,13,2,2,0,15.384615384615385,15.384615384615385,98409.49781121415,55440.4015,8.714125723954463e-08,1.609783569684352e-07,2
40494,16,2,2,0,12.5,12.5,102081.70224207846,40141.816,1.0753883393685857e-08,1.3202873058333324e-08,2
40495,18,4,4,0,22.22222222222222,22.22222222222222,104505.18374793822,76943.6844,6.037862156117912e-08,1.11330571040675e-07,4
40499,12,3,3,0,25.0,25.0,83286.8013976856,59824.0416,4.909128599322375e-08,1.0199296333819335e-07,3
