shotnumber,time,ip,md_index,type,measured,reconstructed,chi_squared
41612,0.325,171.40012299999998,0,Diamagnetic_Flux,0.004960705991834402,0.006065850146114826,1.2213440064260273e-14
41612,0.326,169.540786,0,Diamagnetic_Flux,0.005381956230849028,0.005696829874068499,9.91452170640277e-16
41612,0.327,131.635955,0,Diamagnetic_Flux,0.004244950599968433,0.0033303010277450085,8.365839488169713e-15
41612,0.328,127.176992,0,Diamagnetic_Flux,0.003859533928334713,0.002987576648592949,7.603093095430793e-15
41612,0.329,93.821145,0,Diamagnetic_Flux,0.0029994971118867397,0.0015116488793864846,2.2136921473420862e-14
41612,0.33,56.3740074,0,Diamagnetic_Flux,0.0016535004833713174,0.0004679691046476364,1.4054846492910812e-14
41612,0.331,61.2350372,0,Diamagnetic_Flux,0.0012733889743685722,0.0005572407389990985,5.1286824281546444e-15
38236,0.314,62.1667393,0,Diamagnetic_Flux,6.62684760754928e-06,0.0010856103617697954,1.1642052813866204e-14
40913,0.32,29.1142998,0,Diamagnetic_Flux,0.00043439940782263875,0.00037853687535971403,3.120622240662042e-17
39552,0.316,49.9354746,0,Diamagnetic_Flux,0.0010076675098389387,0.0008018112857826054,4.2376764536579067e-16
44208,0.303,51.9163791,0,Diamagnetic_Flux,0.00014888387522660196,0.0006045750924386084,2.076544680632464e-15
44208,0.304,25.5137853,0,Diamagnetic_Flux,1.6105255781440064e-05,0.00011811245349235833,1.0405468884774058e-16
39206,0.321,38.0994813,0,Diamagnetic_Flux,0.0003595690941438079,0.0003223676758352667,1.3839443850519561e-17
40500,0.32,45.7376716,0,Diamagnetic_Flux,0.00044579297536984086,0.0004185895377304405,7.400266298267868e-18
41284,0.314,44.4226368,0,Diamagnetic_Flux,6.383298568835016e-06,0.0010840147733688354,1.1612896245755816e-14
41284,0.315,24.4446826,0,Diamagnetic_Flux,-0.0006125030340626836,0.00025705655571073294,7.561338606295893e-15
43477,0.329,32.6137914,0,Diamagnetic_Flux,8.452816837234423e-05,0.00018881348660215735,1.0875429233690346e-16
39909,0.31,12.1205495,0,Diamagnetic_Flux,-1.1279177670076024e-05,3.87336294807028e-05,2.501280848616436e-17
39909,0.316,66.9900241,0,Diamagnetic_Flux,0.0007228660979308188,0.0011047158623114228,1.4580928915571565e-15
39909,0.317,63.9419734,0,Diamagnetic_Flux,0.0007127561839297414,0.0009443080052733421,5.361625382495523e-16
39909,0.318,59.3161625,0,Diamagnetic_Flux,0.0006507184589281678,0.0007602468831464648,1.1996482633337333e-16
39909,0.319,57.7829404,0,Diamagnetic_Flux,0.0006087940419092774,0.0006903269677422941,6.647617802192196e-17
39909,0.32,54.2399372,0,Diamagnetic_Flux,0.0005432681064121425,0.0005843694671057165,1.6893239989290792e-17
39909,0.323,43.0589043,0,Diamagnetic_Flux,0.00032099144300445914,0.00032774070859886706,4.555264504777858e-19
39909,0.326,28.172940699999998,0,Diamagnetic_Flux,0.00010708418994909152,0.00011936205555684865,1.5074600487736552e-18
40525,0.312,75.47832919999999,0,Diamagnetic_Flux,0.0007567735156044364,0.0013608743902295828,3.64937919632353e-15
40525,0.313,48.537053099999994,0,Diamagnetic_Flux,0.00041506614070385695,0.0004686595348175615,2.87225232819238e-17
43791,0.314,80.3969103,0,Diamagnetic_Flux,0.0009618009207770228,0.0011612462112680078,3.977844067829526e-16
43791,0.315,51.3070778,0,Diamagnetic_Flux,0.00028127370751462877,0.0004049731942359358,1.530156019489829e-16
38703,0.315,76.4079722,0,Diamagnetic_Flux,-0.03565703704953194,0.0015131032560020685,1.3816192981352948e-11
38703,0.316,74.6163189,0,Diamagnetic_Flux,-0.03418782725930214,0.0013920330675318837,1.265926512922233e-11
38703,0.317,73.6971328,0,Diamagnetic_Flux,-0.02852589637041092,0.0013176576467230916,8.906377371720176e-12
38703,0.318,72.3746469,0,Diamagnetic_Flux,-0.020809443667531013,0.0012401026906445622,4.861824918350743e-12
38703,0.319,69.4810372,0,Diamagnetic_Flux,-0.014783072285354137,0.0011137364199385047,2.5270853118430914e-12
38703,0.32,66.82410229999999,0,Diamagnetic_Flux,-0.00828015897423029,0.001007286598905921,8.625663659896088e-13
38703,0.322,60.6302637,0,Diamagnetic_Flux,0.010144640691578388,0.0007894504233263433,8.751959118362407e-13
38703,0.323,50.0663234,0,Diamagnetic_Flux,0.01826903223991394,0.0005113179213367403,3.1533640715980527e-12
38703,0.325,35.9582127,0,Diamagnetic_Flux,0.022599579766392708,0.00023913683253340423,4.9998941618889514e-12
41437,0.327,117.499024,0,Diamagnetic_Flux,0.002699299016967416,0.0028069920372217894,1.1597812018333315e-16
41437,0.33,109.440901,0,Diamagnetic_Flux,0.002492116065695882,0.0022652489133179188,5.14687182542222e-16
43856,0.308,139.130273,0,Diamagnetic_Flux,0.0032792717684060335,0.004122389014810324,7.108464817749856e-15
43856,0.309,131.731304,0,Diamagnetic_Flux,0.002593018813058734,0.00356692005880177,9.484835233029582e-15
43856,0.311,124.06667900000001,0,Diamagnetic_Flux,0.002065058331936598,0.0030823571141809225,1.0348966387357158e-14
40169,0.315,57.2079044,0,Diamagnetic_Flux,0.0005524163716472685,0.0008331302087754011,7.880025329458785e-16
38746,0.314,91.8016482,0,Diamagnetic_Flux,0.0014345896197482944,0.0019766169134527445,2.9379348363427248e-15
38746,0.315,67.9348011,0,Diamagnetic_Flux,0.000936369237024337,0.0009478623396717012,1.3209150008137324e-18
40135,0.313,67.1130079,0,Diamagnetic_Flux,0.0008185317274183035,0.0010189709719270468,4.0175887065992697e-16
40593,0.308,25.2721286,0,Diamagnetic_Flux,2.410614615655504e-05,0.00015371004701592028,1.6797171563821128e-16
40593,0.309,36.410214399999994,0,Diamagnetic_Flux,6.452071102103218e-05,0.0002834293991327286,4.792101075189821e-16
40593,0.31,48.9206227,0,Diamagnetic_Flux,0.00015254912432283163,0.0005324061494320631,1.4429137435050042e-15
40593,0.311,59.831833700000004,0,Diamagnetic_Flux,0.0002697533054742962,0.0008073949720710516,2.8905856945912094e-15
40593,0.312,63.648548000000005,0,Diamagnetic_Flux,0.0003566908126231283,0.00090047437697649,2.957005994908392e-15
40593,0.313,57.8774024,0,Diamagnetic_Flux,0.00035224828752689064,0.0007014886359684169,1.2196879511350268e-15
40593,0.314,42.087512499999995,0,Diamagnetic_Flux,0.00023786621750332415,0.00032691771048121154,7.930165974167095e-17
40901,0.317,70.1893673,0,Diamagnetic_Flux,0.001629817415960133,0.0018219354096800089,3.690931509281833e-16
40901,0.318,56.769551299999996,0,Diamagnetic_Flux,0.0011918070958927274,0.0010994412004947662,8.531464737255573e-17
40901,0.319,50.5912552,0,Diamagnetic_Flux,0.0008735861629247665,0.0008481861441396177,6.451609249677753e-18
40901,0.32,40.0914211,0,Diamagnetic_Flux,0.0005707558011636138,0.0005056515801697969,4.238559154633174e-17
40901,0.321,30.7399266,0,Diamagnetic_Flux,0.00031603817478753626,0.00027495756512507796,1.6876147129112996e-17
43812,0.313,67.48704090000001,0,Diamagnetic_Flux,0.0007025878876447678,0.0007880417979322374,7.302365667741399e-17
40831,0.318,89.64557429999999,0,Diamagnetic_Flux,0.0029229512438178062,0.0029277645517140627,2.316854313602838e-19
40831,0.319,87.6353077,0,Diamagnetic_Flux,0.002862640656530857,0.0027531548403203487,1.1987175858829376e-16
40831,0.32,83.89962870000001,0,Diamagnetic_Flux,0.0027306193951517344,0.002479998394846916,6.281085470091579e-16
40831,0.323,64.1337582,0,Diamagnetic_Flux,0.0017563168657943606,0.001426192233338952,1.0898223419696551e-15
38574,0.313,90.069896,0,Diamagnetic_Flux,-0.0237994696944952,0.0019204966956749558,6.6151667477143405e-12
38574,0.316,49.7580387,0,Diamagnetic_Flux,-0.0059569356963038445,0.0004419508040882647,4.0945746142620476e-13
39380,0.315,91.1732913,0,Diamagnetic_Flux,0.0022697956301271915,0.0021739285439252853,9.190529823857813e-17
39380,0.318,42.0214802,0,Diamagnetic_Flux,0.0005135024548508227,0.000330242415657267,3.358424490672421e-16
39380,0.319,30.5707359,0,Diamagnetic_Flux,0.00019330608483869582,0.00015642930520698428,1.3598970038741208e-17
38184,0.308,39.848574500000005,0,Diamagnetic_Flux,-0.00017153783119283617,0.000364500330761075,2.8733691146635553e-15
38184,0.309,32.232082999999996,0,Diamagnetic_Flux,-0.0001275215472560376,0.0002146764163626358,1.1709944622171004e-15
41658,0.346,82.3820821,0,Diamagnetic_Flux,0.001495101721957326,0.0013826744398102164,1.263988488960476e-16
41658,0.347,82.3820821,0,Diamagnetic_Flux,0.001495101721957326,0.001390408375300467,1.0960691040765372e-16
41658,0.348,82.3820821,0,Diamagnetic_Flux,0.001495101721957326,0.0014013972831889987,8.780527496206309e-17
41345,0.316,27.402086200000003,0,Diamagnetic_Flux,8.811731822788715e-05,0.0002500605187378824,2.622560382580511e-16
42943,0.332,128.426459,0,Diamagnetic_Flux,0.005073451902717352,0.0036122254095971584,2.135183204559927e-14
42943,0.333,112.173542,0,Diamagnetic_Flux,0.004097434226423502,0.002625693567097187,2.1660206248508458e-14
42943,0.334,100.317974,0,Diamagnetic_Flux,0.003326333360746503,0.00200957665219903,1.733847982722525e-14
42943,0.336,93.99886000000001,0,Diamagnetic_Flux,0.002557293511927128,0.0017286465736106038,6.866555172629343e-15
42943,0.338,60.4983897,0,Diamagnetic_Flux,0.0010908348485827446,0.0006262081442400813,2.158779721349595e-15
42943,0.34,37.9094039,0,Diamagnetic_Flux,0.00038143599522300065,0.00021576756262220442,2.744603007203279e-16
40577,0.316,26.721827700000002,0,Diamagnetic_Flux,0.0002091919886879623,0.00010914170707110316,1.001005802312799e-16
40495,0.319,76.9436844,0,Diamagnetic_Flux,0.0011757606407627463,0.0015150526305660605,1.151190620152058e-15
40495,0.32,62.8471989,0,Diamagnetic_Flux,0.0008101791609078646,0.0009192134602926672,1.188848593256241e-16
40495,0.321,53.1803504,0,Diamagnetic_Flux,0.0005475388607010245,0.0006026096525602043,3.0327905488599367e-17
40495,0.322,42.1355758,0,Diamagnetic_Flux,0.0003378533583600074,0.0003372231440152973,3.9718333230730225e-21
40138,0.313,75.8885509,0,Diamagnetic_Flux,0.0009446380427107215,0.0013663934078067541,1.7787761772558456e-15
43971,0.299,30.5896315,0,Diamagnetic_Flux,-0.0,0.00014799577184021473,2.190274735669115e-16
41592,0.316,65.2852016,0,Diamagnetic_Flux,0.0008952232310548425,0.001085644238628447,3.626013580715283e-16
41592,0.317,52.379451200000005,0,Diamagnetic_Flux,0.000602675077971071,0.0006318129017017782,8.490144584116711e-18
41372,0.315,33.42864590000001,0,Diamagnetic_Flux,0.000815437757410109,0.0004384301428217441,1.4213474376349624e-15
41372,0.316,22.166728,0,Diamagnetic_Flux,0.00014303500938694924,0.0001476887264288962,2.1657065729513496e-19
41372,0.317,21.339549599999998,0,Diamagnetic_Flux,-6.701552047161385e-05,0.00013851602852810174,4.2243221851510546e-16
39317,0.312,37.6595985,0,Diamagnetic_Flux,0.00028986981487832963,0.0002823887625709176,5.596603728884513e-19
43941,0.309,108.397272,0,Diamagnetic_Flux,0.0017573073273524642,0.0024531215894967318,4.8415759520015894e-15
43941,0.31,98.8895435,0,Diamagnetic_Flux,0.0015398531686514616,0.0019757826812565327,1.900344463428151e-15
43941,0.313,67.3234949,0,Diamagnetic_Flux,0.0007166553987190127,0.0008216784917749465,1.1029842016485825e-16
43941,0.314,49.3600745,0,Diamagnetic_Flux,0.0003162598004564643,0.00040224837721325457,7.394035146713506e-17
43941,0.315,40.8887574,0,Diamagnetic_Flux,0.00010468227992532775,0.0002506122400518507,2.1295555758918844e-16
43873,0.306,161.836197,0,Diamagnetic_Flux,0.003430778393521905,0.005947056692093611,6.331656661646978e-14
43873,0.307,142.26229,0,Diamagnetic_Flux,0.0024905717000365257,0.0043289982713758945,3.379811214969733e-14
43873,0.311,109.891743,0,Diamagnetic_Flux,0.0010096749756485224,0.0023450125008821487,1.7831261573081174e-14
43873,0.313,80.0402474,0,Diamagnetic_Flux,0.0002494444197509438,0.0011209303047508001,7.594876875842427e-15
40765,0.315,32.8316785,0,Diamagnetic_Flux,0.00038868823321536183,0.0004369990492705256,2.333936585868793e-17
42945,0.331,150.726717,0,Diamagnetic_Flux,0.0069195181131362915,0.0051068468019366264,3.2857766664841706e-14
42945,0.332,136.535531,0,Diamagnetic_Flux,0.005889718886464834,0.00398703059181571,3.6202222046966687e-14
42945,0.335,115.061007,0,Diamagnetic_Flux,0.0043404726311564445,0.002656625583767891,2.8353409775735104e-14
40620,0.315,100.534924,0,Diamagnetic_Flux,0.0022499272599816322,0.002415689406916499,2.747710559328518e-16
40620,0.317,74.241652,0,Diamagnetic_Flux,0.001374106272123754,0.0011247674701735377,6.216987310599293e-16
40620,0.318,59.393237500000005,0,Diamagnetic_Flux,0.0008823274401947856,0.0006516273133456707,5.322254761711551e-16
40792,0.317,101.243526,0,Diamagnetic_Flux,0.0019532241858541965,0.002421800745651126,2.195641536422918e-15
40792,0.318,80.67142179999999,0,Diamagnetic_Flux,0.0013572960160672665,0.0013878438621759415,9.331738818843475e-18
40792,0.319,59.4946629,0,Diamagnetic_Flux,0.0008167045307345688,0.0006661262596026063,2.267380938951062e-16
38978,0.31,34.084116,0,Diamagnetic_Flux,0.00013979793584439903,0.0002763200318440795,1.8638285024951036e-16
41121,0.319,56.6789507,0,Diamagnetic_Flux,0.0008504713769070804,0.0007537011406384408,9.364477965743834e-17
41665,0.346,45.6108326,0,Diamagnetic_Flux,0.0007997732609510422,0.0003536830481607467,1.9899645726541553e-15
41665,0.347,33.3806311,0,Diamagnetic_Flux,0.0004857015155721456,0.00017394866154063493,9.718984150529114e-16
38438,0.318,27.5381699,0,Diamagnetic_Flux,-4.2083945246713256e-16,0.00012524162593763322,1.568546596684048e-16
40258,0.319,85.3881182,0,Diamagnetic_Flux,0.002005938673391938,0.001977356616407633,8.169349880498234e-18
40258,0.324,51.929237699999995,0,Diamagnetic_Flux,0.001118092448450625,0.0006282217218540609,2.399732642756184e-15
40258,0.325,44.0550621,0,Diamagnetic_Flux,0.0008632431272417307,0.00044012334547005594,1.7903034486350293e-15
40258,0.327,26.627938699999998,0,Diamagnetic_Flux,0.0004282132431399077,0.0001423381909262389,8.172454454773268e-16
40258,0.328,19.6813954,0,Diamagnetic_Flux,0.00024807456065900624,7.242618448799476e-05,3.0852354540570237e-16
38366,0.313,81.476472,0,Diamagnetic_Flux,9.07282718429854e-16,0.0015055364929139614,2.2666401768749525e-14
40953,0.318,77.87256239999999,0,Diamagnetic_Flux,0.0020455275662243366,0.002393015893176198,1.207481888727737e-15
40726,0.312,8.7538383,0,Diamagnetic_Flux,-6.99676456861198e-05,2.0019575458718464e-05,8.097699164966645e-17
40726,0.321,18.4385026,0,Diamagnetic_Flux,2.136982584488578e-05,5.73268007428851e-05,1.2929039769356961e-17
39361,0.314,81.342285,0,Diamagnetic_Flux,0.0017471336759626865,0.001694459468126297,2.7745809921317112e-17
39361,0.315,66.3310421,0,Diamagnetic_Flux,0.0012388996547088027,0.0010249761398881674,4.576323137645932e-16
39361,0.316,43.5865019,0,Diamagnetic_Flux,0.0006230878061614931,0.00037869607331231236,5.972731595973123e-16
40959,0.319,50.0648707,0,Diamagnetic_Flux,0.0010626615257933736,0.000960499863140285,1.043700034798009e-16
41639,0.325,131.690663,0,Diamagnetic_Flux,0.005767205264419317,0.006424839608371258,4.3248320675843156e-15
41639,0.326,126.42341,0,Diamagnetic_Flux,0.005451249424368143,0.005622752010822296,2.9413187329670057e-16
41639,0.327,115.31158900000001,0,Diamagnetic_Flux,0.00485827773809433,0.004487772937864065,1.3727381226161695e-15
40487,0.319,85.87953519999999,0,Diamagnetic_Flux,0.0015620231861248612,0.0019848470110446215,1.7877987722099984e-15
40487,0.321,58.736137799999995,0,Diamagnetic_Flux,0.0008505938458256423,0.0007639413233846426,7.508655248089264e-17
40487,0.322,47.3920855,0,Diamagnetic_Flux,0.0005945393932051957,0.0004525001859292388,2.0175148221894139e-16
40487,0.323,37.9968573,0,Diamagnetic_Flux,0.00038682669401168823,0.0002694670401979238,1.3773282470968997e-16
40487,0.325,26.2923841,0,Diamagnetic_Flux,0.0001552422618260607,0.0001185211876872927,1.3484374918219949e-17
39208,0.322,41.798969,0,Diamagnetic_Flux,0.00046304779243655503,0.0003936999710276723,4.809121871392651e-17
43118,0.323,70.3591908,0,Diamagnetic_Flux,0.0007233539363369346,0.001283654011785984,3.139362024056876e-15
43118,0.324,57.2458632,0,Diamagnetic_Flux,0.0005822919774800539,0.0007840392645448446,4.070197393557642e-16
44840,0.307,128.470347,0,Diamagnetic_Flux,0.001336003071628511,0.0031876221764832735,3.4284932477670477e-14
44840,0.308,92.8382583,0,Diamagnetic_Flux,0.0004177859518676996,0.001544621423818171,1.2697580379988308e-14
44840,0.309,58.7489235,0,Diamagnetic_Flux,-6.136450974736363e-05,0.0005386954871937633,3.600720118119086e-15
42951,0.335,122.789467,0,Diamagnetic_Flux,0.003642988158389926,0.0029380549676716328,4.969308520447538e-15
42951,0.339,45.7135832,0,Diamagnetic_Flux,0.0005910638137720525,0.00031174285686574876,7.802019418368176e-16
39453,0.314,61.530406199999994,0,Diamagnetic_Flux,0.0008014196064323187,0.001028847647830844,5.172350576475629e-16
39453,0.315,40.447728600000005,0,Diamagnetic_Flux,0.00045179249718785286,0.00037473285919986665,5.938187342452827e-17
41626,0.323,109.195637,0,Diamagnetic_Flux,0.0046367160975933075,0.004342913627624512,8.631967711076357e-16
41626,0.324,122.508841,0,Diamagnetic_Flux,0.005893176421523094,0.005358756985515356,2.8560434792439422e-15
41626,0.325,133.633757,0,Diamagnetic_Flux,0.006746720988303423,0.006337862927466631,1.6716478970100947e-15
41626,0.326,133.177811,0,Diamagnetic_Flux,0.00684496620669961,0.006156048737466335,4.7460691755504044e-15
40222,0.316,63.3356091,0,Diamagnetic_Flux,0.0008367127738893032,0.0010638248641043901,5.157992838624077e-16
40222,0.317,53.0217315,0,Diamagnetic_Flux,0.0006165389786474407,0.0007106189150363207,8.85104034208727e-17
40222,0.318,43.725085899999996,0,Diamagnetic_Flux,0.00040596339385956526,0.0004649012698791921,3.47367318313927e-17
38356,0.313,90.23360550000001,0,Diamagnetic_Flux,-5.337094249551855e-16,0.0019569890573620796,3.8298062773412314e-14
38356,0.314,78.5039865,0,Diamagnetic_Flux,-6.371803757533698e-16,0.0013431865954771638,1.804150192685327e-14
38356,0.315,64.5923114,0,Diamagnetic_Flux,-5.908986543340725e-16,0.000821779016405344,6.753207764726614e-15
42964,0.335,135.26459,0,Diamagnetic_Flux,0.004121634643524885,0.0036962912417948246,1.8091704722604084e-15
39365,0.314,93.4454019,0,Diamagnetic_Flux,0.002284501912072301,0.0023438490461558104,3.522086740903019e-17
39365,0.317,39.398018199999996,0,Diamagnetic_Flux,0.000518249929882586,0.00029727575019933283,4.882960181859422e-16
43227,0.324,79.71909339999999,0,Diamagnetic_Flux,0.0010863756760954857,0.0016847901279106736,3.58099822649169e-15
38678,0.313,80.77176949999999,0,Diamagnetic_Flux,-7.354566852442804e-16,0.0015226213727146387,2.318375763447119e-14
39021,0.314,85.5396877,0,Diamagnetic_Flux,0.0013401467585936189,0.0018873648950830102,2.9944764031543175e-15
38200,0.31,39.8471323,0,Diamagnetic_Flux,2.7127741560234225e-16,0.00034457293804734945,1.1873050345285476e-15
38200,0.311,27.7956039,0,Diamagnetic_Flux,2.1935024605937458e-16,0.0001445660600438714,2.0899346833417785e-16
39518,0.323,40.3303729,0,Diamagnetic_Flux,0.00041040920768864453,0.0003427181509323418,4.582078660348076e-17
39518,0.324,31.8391508,0,Diamagnetic_Flux,0.0002513468498364091,0.0001987988653127104,2.761288861432474e-17
39518,0.325,21.1546927,0,Diamagnetic_Flux,0.0001135683196480386,7.920938514871523e-05,1.1805365365221038e-17
41574,0.318,31.53237,0,Diamagnetic_Flux,0.00020593949011527002,0.00024270165886264294,1.351457197366181e-17
