channel,r,z,width,height,turns_with_sign,material_index
5,0.11471,-0.68515,0.005,0.0171,1,2
5,0.11965,-0.70225,0.005,0.0171,1,2
5,0.12459,-0.71935,0.005,0.0171,1,2
5,0.12953,-0.73645,0.005,0.0171,1,2
8,0.612,0.6075,0.02,0.015,1,2
8,0.632,0.6075,0.02,0.015,1,2
8,0.652,0.6075,0.02,0.015,1,2
8,0.672,0.6075,0.02,0.015,1,2
8,0.692,0.6075,0.02,0.015,1,2
8,0.712,0.6075,0.02,0.015,1,2
8,0.732,0.6075,0.02,0.015,1,2
8,0.752,0.6075,0.02,0.015,1,2
8,0.772,0.6075,0.02,0.015,1,2
8,0.792,0.6075,0.02,0.015,1,2
8,0.812,0.6075,0.02,0.015,1,2
8,0.832,0.6075,0.02,0.015,1,2
8,0.852,0.6075,0.02,0.015,1,2
8,0.872,0.6075,0.02,0.015,1,2
8,0.8875,0.6075,0.011,0.015,1,2
6,0.603,0.625,0.006,0.02,1,2
6,0.603,0.645,0.006,0.02,1,2
6,0.603,0.665,0.006,0.02,1,2
6,0.603,0.685,0.006,0.02,1,2
6,0.603,0.705,0.006,0.02,1,2
6,0.603,0.725,0.006,0.02,1,2
6,0.603,0.745,0.006,0.02,1,2
6,0.603,0.765,0.006,0.02,1,2
6,0.603,0.785,0.006,0.02,1,2
6,0.603,0.805,0.006,0.02,1,2
6,0.603,0.825,0.006,0.02,1,2
6,0.603,0.845,0.006,0.02,1,2
6,0.603,0.865,0.006,0.02,1,2
6,0.603,0.885,0.006,0.02,1,2
6,0.603,0.905,0.006,0.02,1,2
6,0.603,0.925,0.006,0.02,1,2
6,0.603,0.945,0.006,0.02,1,2
6,0.603,0.965,0.006,0.02,1,2
6,0.603,0.985,0.006,0.02,1,2
6,0.603,1.005,0.006,0.02,1,2
6,0.603,1.025,0.006,0.02,1,2
6,0.603,1.045,0.006,0.02,1,2
6,0.603,1.065,0.006,0.02,1,2
6,0.603,1.085,0.006,0.02,1,2
6,0.603,1.105,0.006,0.02,1,2
6,0.603,1.125,0.006,0.02,1,2
6,0.603,1.145,0.006,0.02,1,2
6,0.603,1.165,0.006,0.02,1,2
6,0.603,1.181,0.006,0.012,1,2
10,0.53,1.1925,0.02,0.015,1,2
10,0.55,1.1925,0.02,0.015,1,2
10,0.57,1.1925,0.02,0.015,1,2
10,0.59,1.1925,0.02,0.015,1,2
10,0.61,1.1935,0.02,0.013,1,2
10,0.63,1.1935,0.02,0.013,1,2
10,0.65,1.1935,0.02,0.013,1,2
10,0.6665,1.1935,0.013,0.013,1,2
7,0.26,1.2075,0.02,0.015,1,2
7,0.28,1.2075,0.02,0.015,1,2
7,0.3,1.2075,0.02,0.015,1,2
7,0.32,1.2075,0.02,0.015,1,2
7,0.34,1.2075,0.02,0.015,1,2
7,0.36,1.2075,0.02,0.015,1,2
7,0.38,1.2075,0.02,0.015,1,2
7,0.4,1.2075,0.02,0.015,1,2
7,0.42,1.2075,0.02,0.015,1,2
7,0.44,1.2075,0.02,0.015,1,2
7,0.46,1.2075,0.02,0.015,1,2
7,0.48,1.2075,0.02,0.015,1,2
7,0.5,1.2075,0.02,0.015,1,2
7,0.52,1.2075,0.02,0.015,1,2
7,0.54,1.2075,0.02,0.015,1,2
7,0.56,1.2075,0.02,0.015,1,2
7,0.58,1.2075,0.02,0.015,1,2
7,0.6,1.2075,0.02,0.015,1,2
7,0.62,1.2075,0.02,0.015,1,2
7,0.64,1.2075,0.02,0.015,1,2
7,0.66,1.2075,0.02,0.015,1,2
7,0.6715,1.2075,0.003,0.015,1,2
8,0.612,-0.6075,0.02,0.015,1,2
8,0.632,-0.6075,0.02,0.015,1,2
8,0.652,-0.6075,0.02,0.015,1,2
8,0.672,-0.6075,0.02,0.015,1,2
8,0.692,-0.6075,0.02,0.015,1,2
8,0.712,-0.6075,0.02,0.015,1,2
8,0.732,-0.6075,0.02,0.015,1,2
8,0.752,-0.6075,0.02,0.015,1,2
8,0.772,-0.6075,0.02,0.015,1,2
8,0.792,-0.6075,0.02,0.015,1,2
8,0.812,-0.6075,0.02,0.015,1,2
8,0.832,-0.6075,0.02,0.015,1,2
8,0.852,-0.6075,0.02,0.015,1,2
8,0.872,-0.6075,0.02,0.015,1,2
8,0.8875,-0.6075,0.011,0.015,1,2
6,0.603,-1.177,0.006,0.02,1,2
6,0.603,-1.157,0.006,0.02,1,2
6,0.603,-1.137,0.006,0.02,1,2
6,0.603,-1.117,0.006,0.02,1,2
6,0.603,-1.097,0.006,0.02,1,2
6,0.603,-1.077,0.006,0.02,1,2
6,0.603,-1.057,0.006,0.02,1,2
6,0.603,-1.037,0.006,0.02,1,2
6,0.603,-1.017,0.006,0.02,1,2
6,0.603,-0.997,0.006,0.02,1,2
6,0.603,-0.977,0.006,0.02,1,2
6,0.603,-0.957,0.006,0.02,1,2
6,0.603,-0.937,0.006,0.02,1,2
6,0.603,-0.917,0.006,0.02,1,2
6,0.603,-0.897,0.006,0.02,1,2
6,0.603,-0.877,0.006,0.02,1,2
6,0.603,-0.857,0.006,0.02,1,2
6,0.603,-0.837,0.006,0.02,1,2
6,0.603,-0.817,0.006,0.02,1,2
6,0.603,-0.797,0.006,0.02,1,2
6,0.603,-0.777,0.006,0.02,1,2
6,0.603,-0.757,0.006,0.02,1,2
6,0.603,-0.737,0.006,0.02,1,2
6,0.603,-0.717,0.006,0.02,1,2
6,0.603,-0.697,0.006,0.02,1,2
6,0.603,-0.677,0.006,0.02,1,2
6,0.603,-0.657,0.006,0.02,1,2
6,0.603,-0.637,0.006,0.02,1,2
6,0.603,-0.621,0.006,0.012,1,2
10,0.53,-1.1925,0.02,0.015,1,2
10,0.55,-1.1925,0.02,0.015,1,2
10,0.57,-1.1925,0.02,0.015,1,2
10,0.59,-1.1925,0.02,0.015,1,2
10,0.61,-1.1935,0.02,0.013,1,2
10,0.63,-1.1935,0.02,0.013,1,2
10,0.65,-1.1935,0.02,0.013,1,2
10,0.6665,-1.1935,0.013,0.013,1,2
7,0.26,-1.2075,0.02,0.015,1,2
7,0.28,-1.2075,0.02,0.015,1,2
7,0.3,-1.2075,0.02,0.015,1,2
7,0.32,-1.2075,0.02,0.015,1,2
7,0.34,-1.2075,0.02,0.015,1,2
7,0.36,-1.2075,0.02,0.015,1,2
7,0.38,-1.2075,0.02,0.015,1,2
7,0.4,-1.2075,0.02,0.015,1,2
7,0.42,-1.2075,0.02,0.015,1,2
7,0.44,-1.2075,0.02,0.015,1,2
7,0.46,-1.2075,0.02,0.015,1,2
7,0.48,-1.2075,0.02,0.015,1,2
7,0.5,-1.2075,0.02,0.015,1,2
7,0.52,-1.2075,0.02,0.015,1,2
7,0.54,-1.2075,0.02,0.015,1,2
7,0.56,-1.2075,0.02,0.015,1,2
7,0.58,-1.2075,0.02,0.015,1,2
7,0.6,-1.2075,0.02,0.015,1,2
7,0.62,-1.2075,0.02,0.015,1,2
7,0.64,-1.2075,0.02,0.015,1,2
7,0.66,-1.2075,0.02,0.015,1,2
7,0.6715,-1.2075,0.003,0.015,1,2
11,0.1,0.5725,0.0001,0.005,1,3
11,0.1,0.5675,0.0001,0.005,1,3
11,0.1,0.5625,0.0001,0.005,1,3
11,0.1,0.5575,0.0001,0.005,1,3
11,0.1,0.5525,0.0001,0.005,1,3
11,0.1,0.5475,0.0001,0.005,1,3
11,0.1,0.5425,0.0001,0.005,1,3
11,0.1,0.5375,0.0001,0.005,1,3
11,0.1,0.5325,0.0001,0.005,1,3
11,0.1,0.5275,0.0001,0.005,1,3
11,0.1,0.5225,0.0001,0.005,1,3
11,0.1,0.5175,0.0001,0.005,1,3
11,0.1,0.5125,0.0001,0.005,1,3
11,0.1,0.5075,0.0001,0.005,1,3
11,0.1,0.5025,0.0001,0.005,1,3
11,0.1,0.4975,0.0001,0.005,1,3
11,0.1,0.4925,0.0001,0.005,1,3
11,0.1,0.4875,0.0001,0.005,1,3
11,0.1,0.4825,0.0001,0.005,1,3
11,0.1,0.4775,0.0001,0.005,1,3
11,0.1,0.4725,0.0001,0.005,1,3
11,0.1,0.4675,0.0001,0.005,1,3
11,0.1,0.4625,0.0001,0.005,1,3
11,0.1,0.4575,0.0001,0.005,1,3
11,0.1,0.4525,0.0001,0.005,1,3
11,0.1,0.4475,0.0001,0.005,1,3
11,0.1,0.4425,0.0001,0.005,1,3
11,0.1,0.4375,0.0001,0.005,1,3
11,0.1,0.4325,0.0001,0.005,1,3
11,0.1,0.4275,0.0001,0.005,1,3
11,0.1,0.4225,0.0001,0.005,1,3
11,0.1,0.4175,0.0001,0.005,1,3
11,0.1,0.4125,0.0001,0.005,1,3
11,0.1,0.4075,0.0001,0.005,1,3
11,0.1,0.4025,0.0001,0.005,1,3
11,0.1,0.3975,0.0001,0.005,1,3
11,0.1,0.3925,0.0001,0.005,1,3
11,0.1,0.3875,0.0001,0.005,1,3
11,0.1,0.3825,0.0001,0.005,1,3
11,0.1,0.3775,0.0001,0.005,1,3
11,0.1,0.3725,0.0001,0.005,1,3
11,0.1,0.3675,0.0001,0.005,1,3
11,0.1,0.3625,0.0001,0.005,1,3
11,0.1,0.3575,0.0001,0.005,1,3
11,0.1,0.3525,0.0001,0.005,1,3
11,0.1,0.3475,0.0001,0.005,1,3
11,0.1,0.3425,0.0001,0.005,1,3
11,0.1,0.3375,0.0001,0.005,1,3
11,0.1,0.3325,0.0001,0.005,1,3
11,0.1,0.3275,0.0001,0.005,1,3
11,0.1,0.3225,0.0001,0.005,1,3
11,0.1,0.3175,0.0001,0.005,1,3
11,0.1,0.3125,0.0001,0.005,1,3
11,0.1,0.3075,0.0001,0.005,1,3
11,0.1,0.3025,0.0001,0.005,1,3
11,0.1,0.2975,0.0001,0.005,1,3
11,0.1,0.2925,0.0001,0.005,1,3
11,0.1,0.2875,0.0001,0.005,1,3
11,0.1,0.2825,0.0001,0.005,1,3
11,0.1,0.2775,0.0001,0.005,1,3
11,0.1,0.2725,0.0001,0.005,1,3
11,0.1,0.2675,0.0001,0.005,1,3
11,0.1,0.2625,0.0001,0.005,1,3
11,0.1,0.2575,0.0001,0.005,1,3
11,0.1,0.2525,0.0001,0.005,1,3
11,0.1,0.2475,0.0001,0.005,1,3
11,0.1,0.2425,0.0001,0.005,1,3
11,0.1,0.2375,0.0001,0.005,1,3
11,0.1,0.2325,0.0001,0.005,1,3
11,0.1,0.2275,0.0001,0.005,1,3
11,0.1,0.2225,0.0001,0.005,1,3
11,0.1,0.2175,0.0001,0.005,1,3
11,0.1,0.2125,0.0001,0.005,1,3
11,0.1,0.2075,0.0001,0.005,1,3
11,0.1,0.2025,0.0001,0.005,1,3
11,0.1,0.1975,0.0001,0.005,1,3
11,0.1,0.1925,0.0001,0.005,1,3
11,0.1,0.1875,0.0001,0.005,1,3
11,0.1,0.1825,0.0001,0.005,1,3
11,0.1,0.1775,0.0001,0.005,1,3
11,0.1,0.1725,0.0001,0.005,1,3
11,0.1,0.1675,0.0001,0.005,1,3
11,0.1,0.1625,0.0001,0.005,1,3
11,0.1,0.1575,0.0001,0.005,1,3
11,0.1,0.1525,0.0001,0.005,1,3
11,0.1,0.1475,0.0001,0.005,1,3
11,0.1,0.1425,0.0001,0.005,1,3
11,0.1,0.1375,0.0001,0.005,1,3
11,0.1,0.1325,0.0001,0.005,1,3
11,0.1,0.1275,0.0001,0.005,1,3
11,0.1,0.1225,0.0001,0.005,1,3
11,0.1,0.1175,0.0001,0.005,1,3
11,0.1,0.1125,0.0001,0.005,1,3
11,0.1,0.1075,0.0001,0.005,1,3
11,0.1,0.1025,0.0001,0.005,1,3
11,0.1,0.0975,0.0001,0.005,1,3
11,0.1,0.0925,0.0001,0.005,1,3
11,0.1,0.0875,0.0001,0.005,1,3
11,0.1,0.0825,0.0001,0.005,1,3
11,0.1,0.0775,0.0001,0.005,1,3
11,0.1,0.0725,0.0001,0.005,1,3
11,0.1,0.0675,0.0001,0.005,1,3
11,0.1,0.0625,0.0001,0.005,1,3
11,0.1,0.0575,0.0001,0.005,1,3
11,0.1,0.0525,0.0001,0.005,1,3
11,0.1,0.0475,0.0001,0.005,1,3
11,0.1,0.0425,0.0001,0.005,1,3
11,0.1,0.0375,0.0001,0.005,1,3
11,0.1,0.0325,0.0001,0.005,1,3
11,0.1,0.0275,0.0001,0.005,1,3
11,0.1,0.0225,0.0001,0.005,1,3
11,0.1,0.0175,0.0001,0.005,1,3
11,0.1,0.0125,0.0001,0.005,1,3
11,0.1,0.0075,0.0001,0.005,1,3
11,0.1,0.0025,0.0001,0.005,1,3
11,0.1,-0.0025,0.0001,0.005,1,3
11,0.1,-0.0075,0.0001,0.005,1,3
11,0.1,-0.0125,0.0001,0.005,1,3
11,0.1,-0.0175,0.0001,0.005,1,3
11,0.1,-0.0225,0.0001,0.005,1,3
11,0.1,-0.0275,0.0001,0.005,1,3
11,0.1,-0.0325,0.0001,0.005,1,3
11,0.1,-0.0375,0.0001,0.005,1,3
11,0.1,-0.0425,0.0001,0.005,1,3
11,0.1,-0.0475,0.0001,0.005,1,3
11,0.1,-0.0525,0.0001,0.005,1,3
11,0.1,-0.0575,0.0001,0.005,1,3
11,0.1,-0.0625,0.0001,0.005,1,3
11,0.1,-0.0675,0.0001,0.005,1,3
11,0.1,-0.0725,0.0001,0.005,1,3
11,0.1,-0.0775,0.0001,0.005,1,3
11,0.1,-0.0825,0.0001,0.005,1,3
11,0.1,-0.0875,0.0001,0.005,1,3
11,0.1,-0.0925,0.0001,0.005,1,3
11,0.1,-0.0975,0.0001,0.005,1,3
11,0.1,-0.1025,0.0001,0.005,1,3
11,0.1,-0.1075,0.0001,0.005,1,3
11,0.1,-0.1125,0.0001,0.005,1,3
11,0.1,-0.1175,0.0001,0.005,1,3
11,0.1,-0.1225,0.0001,0.005,1,3
11,0.1,-0.1275,0.0001,0.005,1,3
11,0.1,-0.1325,0.0001,0.005,1,3
11,0.1,-0.1375,0.0001,0.005,1,3
11,0.1,-0.1425,0.0001,0.005,1,3
11,0.1,-0.1475,0.0001,0.005,1,3
11,0.1,-0.1525,0.0001,0.005,1,3
11,0.1,-0.1575,0.0001,0.005,1,3
11,0.1,-0.1625,0.0001,0.005,1,3
11,0.1,-0.1675,0.0001,0.005,1,3
11,0.1,-0.1725,0.0001,0.005,1,3
11,0.1,-0.1775,0.0001,0.005,1,3
11,0.1,-0.1825,0.0001,0.005,1,3
11,0.1,-0.1875,0.0001,0.005,1,3
11,0.1,-0.1925,0.0001,0.005,1,3
11,0.1,-0.1975,0.0001,0.005,1,3
11,0.1,-0.2025,0.0001,0.005,1,3
11,0.1,-0.2075,0.0001,0.005,1,3
11,0.1,-0.2125,0.0001,0.005,1,3
11,0.1,-0.2175,0.0001,0.005,1,3
11,0.1,-0.2225,0.0001,0.005,1,3
11,0.1,-0.2275,0.0001,0.005,1,3
11,0.1,-0.2325,0.0001,0.005,1,3
11,0.1,-0.2375,0.0001,0.005,1,3
11,0.1,-0.2425,0.0001,0.005,1,3
11,0.1,-0.2475,0.0001,0.005,1,3
11,0.1,-0.2525,0.0001,0.005,1,3
11,0.1,-0.2575,0.0001,0.005,1,3
11,0.1,-0.2625,0.0001,0.005,1,3
11,0.1,-0.2675,0.0001,0.005,1,3
11,0.1,-0.2725,0.0001,0.005,1,3
11,0.1,-0.2775,0.0001,0.005,1,3
11,0.1,-0.2825,0.0001,0.005,1,3
11,0.1,-0.2875,0.0001,0.005,1,3
11,0.1,-0.2925,0.0001,0.005,1,3
11,0.1,-0.2975,0.0001,0.005,1,3
11,0.1,-0.3025,0.0001,0.005,1,3
11,0.1,-0.3075,0.0001,0.005,1,3
11,0.1,-0.3125,0.0001,0.005,1,3
11,0.1,-0.3175,0.0001,0.005,1,3
11,0.1,-0.3225,0.0001,0.005,1,3
11,0.1,-0.3275,0.0001,0.005,1,3
11,0.1,-0.3325,0.0001,0.005,1,3
11,0.1,-0.3375,0.0001,0.005,1,3
11,0.1,-0.3425,0.0001,0.005,1,3
11,0.1,-0.3475,0.0001,0.005,1,3
11,0.1,-0.3525,0.0001,0.005,1,3
11,0.1,-0.3575,0.0001,0.005,1,3
11,0.1,-0.3625,0.0001,0.005,1,3
11,0.1,-0.3675,0.0001,0.005,1,3
11,0.1,-0.3725,0.0001,0.005,1,3
11,0.1,-0.3775,0.0001,0.005,1,3
11,0.1,-0.3825,0.0001,0.005,1,3
11,0.1,-0.3875,0.0001,0.005,1,3
11,0.1,-0.3925,0.0001,0.005,1,3
11,0.1,-0.3975,0.0001,0.005,1,3
11,0.1,-0.4025,0.0001,0.005,1,3
11,0.1,-0.4075,0.0001,0.005,1,3
11,0.1,-0.4125,0.0001,0.005,1,3
11,0.1,-0.4175,0.0001,0.005,1,3
11,0.1,-0.4225,0.0001,0.005,1,3
11,0.1,-0.4275,0.0001,0.005,1,3
11,0.1,-0.4325,0.0001,0.005,1,3
11,0.1,-0.4375,0.0001,0.005,1,3
11,0.1,-0.4425,0.0001,0.005,1,3
11,0.1,-0.4475,0.0001,0.005,1,3
11,0.1,-0.4525,0.0001,0.005,1,3
11,0.1,-0.4575,0.0001,0.005,1,3
11,0.1,-0.4625,0.0001,0.005,1,3
11,0.1,-0.4675,0.0001,0.005,1,3
11,0.1,-0.4725,0.0001,0.005,1,3
11,0.1,-0.4775,0.0001,0.005,1,3
11,0.1,-0.4825,0.0001,0.005,1,3
11,0.1,-0.4875,0.0001,0.005,1,3
11,0.1,-0.4925,0.0001,0.005,1,3
11,0.1,-0.4975,0.0001,0.005,1,3
11,0.1,-0.5025,0.0001,0.005,1,3
11,0.1,-0.5075,0.0001,0.005,1,3
11,0.1,-0.5125,0.0001,0.005,1,3
11,0.1,-0.5175,0.0001,0.005,1,3
11,0.1,-0.5225,0.0001,0.005,1,3
11,0.1,-0.5275,0.0001,0.005,1,3
11,0.1,-0.5325,0.0001,0.005,1,3
11,0.1,-0.5375,0.0001,0.005,1,3
11,0.1,-0.5425,0.0001,0.005,1,3
11,0.1,-0.5475,0.0001,0.005,1,3
11,0.1,-0.5525,0.0001,0.005,1,3
11,0.1,-0.5575,0.0001,0.005,1,3
11,0.1,-0.5625,0.0001,0.005,1,3
11,0.1,-0.5675,0.0001,0.005,1,3
11,0.1,-0.5725,0.0001,0.005,1,3
